,idx,collected,goal_amount,num_backers,category,duration,pledge_types,donate,creator,project_we_love,success,start_month,start_day,population,country
0,0,8.600798775271034,8.496990484098719,66,games,30,7.0,0.0,Janos Stone,1.0,1,6,4,11.973093381793852, MA
1,2,11.626750071930616,10.886127664951816,"1,462",games,30,9.0,0.0,Cherrymochi Game Studio,1.0,1,7,1,15.936165897399452, Japan
2,3,12.960634723791586,10.819778284410283,918,design,30,4.0,0.0,Moment,1.0,1,6,1,13.436372336049693, WA
3,4,9.030854790001436,11.021150551895039,93,food,22,12.0,0.0,Akwasi Brenya-Mensa,1.0,0,6,6,15.837971611150978, UK
4,5,11.866416345153828,9.903487552536127,"1,047",comics,34,8.0,0.0,Adam Lawson,1.0,1,6,1,11.5647491186924, CA
5,6,10.374272126764936,10.308952660644293,203,film_Video,30,13.0,0.0,Julia Greenberg,1.0,1,6,1,15.9166075437284, NY
6,7,9.542445945729886,8.804775258867686,258,comics,31,16.0,0.0,DJ Wooldridge,1.0,1,6,1,15.194750847520005, CA
7,8,11.036924527770873,10.060491301345794,375,film_Video,51,4.0,0.0,「Mononoke」 15th anniversary project,1.0,1,6,4,15.936165897399452, Japan
8,9,11.346304013980344,9.210340371976184,"1,154",games,30,27.0,0.0,Amanda Coronado,1.0,1,6,4,13.340452576975746, MD
9,10,10.746181086404619,10.571316925111784,375,film_Video,30,17.0,0.0,WIT STUDIO,1.0,1,7,4,15.936165897399452, Japan
10,11,10.61437641457223,10.239959789157341,277,crafts,25,12.0,0.0,Sandy Sugawara and Catiana Garcia Kilroy,1.0,1,6,0,13.30755248550697, DC
11,12,11.001782290790441,10.670117509855876,629,film_Video,30,15.0,1.0,Sarah Drummond,1.0,1,6,1,15.837971611150978, UK
12,13,13.048583351470366,11.289781913656018,"3,629",film_Video,19,12.0,0.0,Olan Rogers,1.0,1,6,2,15.194750847520005, CA
13,14,14.456546214741437,9.903487552536127,"7,960",music,30,5.0,0.0,Nura,1.0,1,6,1,15.261576235762831, AU
14,15,7.946744943666274,7.773173680482536,102,journalism,45,6.0,0.0,Elisa Manici,1.0,1,5,1,12.810751934352226, Italy
15,17,9.011157458106817,8.517193191416238,77,comics,30,5.0,0.0,Aero Zero,1.0,1,6,2,15.194750847520005, CA
16,18,10.645649348264971,9.611557804804775,"1,077",games,30,3.0,0.0,Jason Anarchy,1.0,1,6,1,14.77102200299171, Canada
17,19,8.64259160081057,8.517193191416238,131,comics,30,8.0,0.0,Chrome Rat Comics,1.0,1,6,2,13.433583737933631, CO
18,20,11.458033703860389,10.896739325546411,385,crafts,44,9.0,0.0,Core Components,1.0,1,5,1,12.514365841886065, Slovenia
19,21,7.346655163176539,11.30622104760779,13,theater,60,7.0,0.0,Jackson Lennon,,0,5,1,13.839253451421483, Ireland
20,22,15.03658801567864,8.76349842795174,"2,444",technology,35,7.0,0.0,Mammotion,1.0,1,5,3,15.7632387676311, Hong Kong
21,23,14.99149645697112,10.819778284410283,"2,645",technology,60,6.0,0.0,YesWelder,1.0,1,5,3,11.795160227733778, SC
22,24,4.8283137373023015,9.350102314351341,6,design,45,9.0,0.0,Anthony M.,1.0,0,5,4,14.200667511018631, TX
23,25,9.073489189226986,8.937218450855731,159,comics,30,10.0,0.0,Justin Hubbell,1.0,1,6,2,12.253919507787362, NY
24,27,15.766032891241435,9.214510365455535,"5,575",design,30,10.0,0.0,Bambu Lab,1.0,1,5,1,15.7632387676311, Hong Kong
25,29,14.592341961670972,11.06663836234181,"7,083",technology,30,6.0,0.0,Turing Machines Inc,1.0,1,5,0,11.660767717014435, DE
26,30,13.889007048915753,11.719939634354555,"6,634",games,9,3.0,0.0,Steamforged Games Ltd,1.0,1,5,1,12.887943992145741, UK
27,31,11.08946673832243,9.417354541360508,"1,677",comics,30,16.0,0.0,Kugali,1.0,1,5,0,15.837971611150978, UK
28,32,14.946843284467647,9.456645608511685,"5,557",design,45,13.0,0.0,Revopoint 3D,1.0,1,5,1,15.7632387676311, Hong Kong
29,33,8.641885635373555,7.824046010856292,110,comics,45,7.0,0.0,+2 Charisma Productions,1.0,1,4,6,15.9166075437284, CA
30,34,11.057219140425318,12.100712129872347,578,film_Video,30,10.0,0.0,Chris Burkard,1.0,0,6,2,9.00724451596575, CA
31,35,8.229777750081887,8.922658299524402,72,film_Video,45,7.0,0.0,Danni Anderson,1.0,0,4,0,10.647993025371216, CA
32,36,10.494096065610401,10.250263664295613,"1,338",comics,30,4.0,0.0,Zainab Akhtar,1.0,1,5,1,13.028322991070935, UK
33,37,12.488790968937872,9.980448593672257,"4,061",design,38,12.0,0.0,Marko Borko and Andrej Glažar,1.0,1,5,1,11.463430552524057, Slovenia
34,38,10.023933705611995,10.021270588192511,167,crafts,37,12.0,0.0,Rachel Papo,1.0,1,4,0,14.648708334886981, NY
35,40,14.193863428549214,11.512925464970229,"15,277",games,21,4.0,0.0,Patrick Leder,1.0,1,5,1,14.836582117509636, MN
36,41,10.849836379460154,9.287301413112312,241,design,30,11.0,0.0,Open Funk,1.0,1,5,2,15.047007280023905, Germany
37,42,11.563666106673413,9.615805480084347,"1,262",design,42,47.0,0.0,Crave,1.0,1,5,0,14.151849928616338, CA
38,43,10.20466564265568,10.165851817003619,205,art,33,14.0,0.0,Pamela Council,1.0,1,5,4,15.9166075437284, NY
39,44,13.852815976572932,13.122363377404328,"4,252",film_Video,40,18.0,0.0,Sherrilyn McQueen,1.0,1,4,6,13.047376865601485, GA
40,45,12.611691075217317,12.524526376648708,"1,559",publishing,44,13.0,0.0,McSweeney's Publishing,1.0,1,5,1,14.151849928616338, CA
41,46,12.995527235768135,12.611537753638338,"4,126",music,29,21.0,0.0,Murder by Death,1.0,1,4,4,12.403442900525645, KY
42,47,9.909119662387758,9.822819649468673,171,crafts,30,13.0,0.0,GB Limited Editions,1.0,1,5,1,13.433583737933631, CO
43,48,9.970351492789636,8.732304571033183,685,comics,30,34.0,0.0,Xylophone,1.0,1,5,0,14.648708334886981, NY
45,50,11.278961079024354,10.819778284410283,471,journalism,25,24.0,0.0,Swoon / The Heliotrope Foundation,1.0,1,5,4,8.473659189392508, PA
46,51,8.29154650988391,10.308952660644293,29,technology,35,6.0,0.0,Cherise Morris,1.0,0,4,1,13.425597881382114, MI
47,52,8.505055830755891,8.501063809486354,48,theater,60,4.0,0.0,Chris,1.0,1,4,1,13.049771178961905, UK
48,53,12.099567030051285,10.819778284410283,"2,453",comics,31,26.0,0.0,Octas Inc.,1.0,1,5,0,15.936165897399452, Japan
49,54,10.248813337717966,9.615805480084347,84,film_Video,33,32.0,0.0,Lucy Eden,1.0,1,4,0,15.9166075437284, NY
50,55,10.375708845945924,9.152805216589813,161,design,28,6.0,0.0,ample,1.0,1,4,1,15.261576235762831, AU
51,57,12.618192230082501,12.206072645530174,"1,774",games,24,3.0,0.0,Arcane Minis,1.0,1,4,0,11.183698914847861, OH
52,58,9.963029235244443,9.903487552536127,245,fashion,25,5.0,0.0,Chester Toye,1.0,1,4,0,15.194750847520005, CA
53,59,9.349738422063616,8.91841062424483,187,food,30,15.0,0.0,Amanda Wright,1.0,1,4,1,13.161486008824678, Canada
54,60,13.08497018531669,8.922658299524402,"3,299",design,30,19.0,0.0,Canairi,1.0,1,4,1,13.958411048202212, Denmark
55,61,12.030230054833929,10.126631103850338,"1,078",design,30,6.0,0.0,Nebia,1.0,1,3,1,14.151849928616338, CA
56,62,8.693999567522082,6.214608098422191,134,film_Video,16,11.0,0.0,T. Thorn Coyle,1.0,1,4,1,13.357133477695209, OR
57,63,14.62805990712157,10.819778284410283,"2,624",design,36,24.0,0.0,Oru Kayak,1.0,1,3,1,9.366831168735615, CA
58,64,14.738776506355311,9.210340371976184,"11,274",technology,60,4.0,0.0,REEKON Tools Inc.,1.0,1,3,1,13.410750701107972, MA
59,65,11.551646053081827,10.571316925111784,"1,007",design,28,7.0,0.0,Sourhouse,1.0,1,4,1,11.39089341502443, NC
60,66,9.375698866091676,9.311994025702683,189,crafts,30,17.0,0.0,Zoe,1.0,1,4,1,9.337501517592862, UK
61,67,13.907317846164732,11.302204433654575,"11,540",games,23,4.0,0.0,Lucky Duck Games,1.0,1,4,1,13.534539251203935, Poland
63,69,10.03536282454965,9.980448593672257,214,crafts,40,12.0,0.0,L'Association FotoEvidence,1.0,1,3,3,16.20683757967915, India
64,71,11.473872737706527,11.225243392518447,743,comics,29,7.0,0.0,Beehive Books,1.0,1,3,1,14.264955549209741, PA
65,72,13.895166113781125,10.126631103850338,"11,008",design,21,6.0,0.0,Misen,1.0,1,3,1,14.648708334886981, NY
66,74,10.166236358442697,9.903487552536127,127,fashion,30,14.0,0.0,Ugly Art,1.0,1,3,0,14.264955549209741, PA
67,75,7.379008127628304,8.612503371220562,37,theater,60,8.0,0.0,Kevin Michael Wesson,1.0,0,3,1,14.816343153421665, IL
68,76,10.284497044967933,10.250263664295613,70,fashion,36,11.0,0.0,Dhillon Shukla,1.0,1,3,1,15.837971611150978, UK
69,77,8.018954683155718,8.900821604915228,69,crafts,60,7.0,0.0,Bella Okuya,1.0,0,2,4,15.837971611150978, UK
70,78,7.509883061154913,8.361708288575842,32,fashion,30,5.0,0.0,Obliquebleak Films,1.0,0,3,3,15.837971611150978, UK
71,79,10.484836875474242,10.308952660644293,306,journalism,21,5.0,0.0,Transitions,1.0,1,3,5,13.968730233112568, Czech Republic
72,80,10.667652220331354,9.903487552536127,829,comics,31,16.0,0.0,Arizona Opera,1.0,1,3,0,14.262133604157334, AZ
73,81,9.419452339442655,9.417354541360508,58,fashion,31,10.0,0.0,Shorthand Films,1.0,1,3,1,15.837971611150978, UK
74,82,9.912050783196616,9.903487552536127,124,fashion,45,7.0,0.0,Danny,1.0,1,2,4,15.194750847520005, CA
75,83,10.18282238350008,10.110501721920453,354,fashion,40,11.0,0.0,George Miller Atkinson,1.0,1,2,4,13.049771178961905, UK
76,84,8.564267598802166,8.517193191416238,59,fashion,30,8.0,0.0,Jared LaCroix,1.0,1,3,0,13.182238541977242, TN
77,85,10.777079529877168,8.517193191416238,227,publishing,30,5.0,0.0,No Reply Press,1.0,1,3,2,13.357133477695209, OR
78,86,9.277438115508676,9.210340371976184,138,fashion,35,9.0,0.0,Nessa Norich,1.0,1,2,4,14.648708334886981, NY
79,87,11.386761154348415,10.126631103850338,773,fashion,30,19.0,0.0,Noah AK,1.0,1,2,1,15.9166075437284, NY
80,88,9.546598299920646,10.925938480238674,101,journalism,52,11.0,0.0,Adam Davis,1.0,0,3,5,15.194750847520005, CA
81,89,8.97259066827261,8.930626469173578,114,fashion,60,7.0,0.0,Jan Eilhardt,1.0,1,2,2,10.094397126516617, Germany
82,90,10.321045908331676,8.517193191416238,255,food,45,18.0,0.0,robyn jasko,1.0,1,2,0,8.522777569710138, PA
83,91,9.116688815894728,9.047821442478408,33,fashion,32,5.0,0.0,Lauren Beck,1.0,1,2,2,13.744905673596723, TX
84,92,11.042457728043182,8.922658299524402,"1,254",comics,17,7.0,0.0,Neurobellum Productions,1.0,1,3,1,14.816343153421665, IL
85,93,11.244536085898856,9.210340371976184,239,technology,30,5.0,0.0,Robolink,1.0,1,2,1,14.148353359002385, CA
86,94,12.726106027480776,12.283033686666302,"1,174",games,30,7.0,0.0,Xplored,1.0,1,3,1,10.387979467850263, Italy
87,95,10.06857817240172,9.903487552536127,127,film_Video,30,10.0,0.0,Simón Mejía,1.0,1,2,0,15.85339624216229, Colombia
88,96,10.492328272837732,7.352441100243583,299,design,27,9.0,0.0,Akan Ainu Consuln,1.0,1,2,0,12.120580114509814, Japan
90,98,9.853404052368141,9.615805480084347,164,fashion,30,8.0,0.0,Christopher Hwisu Kim,1.0,1,2,2,14.648708334886981, NY
91,100,11.563000517602536,10.793434309070681,635,food,30,8.0,0.0,Jenny Nguyen,1.0,1,2,0,13.357133477695209, OR
92,101,14.740331999644917,11.512925464970229,"31,720",theater,23,10.0,0.0,Viva La Dirt League,1.0,1,2,1,12.943021377319367, NZ
93,102,9.524713059681009,11.002099841204238,57,art,30,10.0,0.0,Haleigh Nickerson,1.0,0,2,1,15.194750847520005, CA
94,103,12.234003910458865,8.517193191416238,561,crafts,30,19.0,0.0,Godview Tech,,1,10,1,12.469689970742875, NJ
95,104,13.29304916712846,12.429216196844383,"9,138",fashion,32,29.0,0.0,"RiffTrax: Mike, Bill & Kevin",1.0,1,3,1,14.148353359002385, CA
96,105,9.164505835632383,9.159047077588632,91,film_Video,30,19.0,0.0,azikiwe mohammed,1.0,1,2,1,15.9166075437284, NY
97,106,17.547309477367914,13.815510557964274,"185,341",film_Video,30,8.0,0.0,Dragonsteel Entertainment,1.0,1,3,1,10.546708924326348, UT
98,107,13.329391883271253,9.901074994657314,"3,311",crafts,60,5.0,0.0,Plenbo,1.0,1,1,1,15.7632387676311, Hong Kong
99,108,8.80537513890967,8.699514748210191,180,comics,30,11.0,0.0,Jenelle Dunn,1.0,1,2,1,13.62567725854248, NC
100,109,12.32181805107206,12.206072645530174,289,technology,59,8.0,0.0,Emerge,1.0,1,2,1,15.194750847520005, CA
101,110,14.030286397422948,12.649164247981888,"21,439",games,30,15.0,0.0,Yacht Club Games,1.0,1,2,2,15.194750847520005, CA
102,111,10.004915345166241,10.308952660644293,119,fashion,45,8.0,0.0,Allison Shillingford,1.0,0,1,0,14.648708334886981, NY
103,112,12.473332598840319,9.210340371976184,"1,622",technology,30,4.0,0.0,Band Industries,1.0,1,1,1,9.141526055975824, WA
104,113,13.511928074656705,10.819778284410283,444,technology,30,6.0,0.0,Rendyr,1.0,1,1,1,10.696819377009836, VA
105,114,12.917110037649195,10.38591370178042,"4,042",film_Video,35,16.0,0.0,Sav! The World Productions,1.0,1,2,1,14.575639054856664, France
106,116,7.8636512654486515,6.684611727667927,62,crafts,30,11.0,0.0,Tanya S. Smith,1.0,1,1,1,14.648708334886981, NY
107,117,12.992409429515375,11.066085522053774,204,photography,45,4.0,0.0,Snoppa Technology,1.0,1,2,0,16.153306508452264, China
109,119,7.581209826196346,7.4673710669175595,49,art,60,8.0,0.0,Gerald L. Coleman,,1,1,0,13.047376865601485, GA
110,120,8.321421586897879,8.006367567650246,124,comics,30,3.0,0.0,Lane Fobbs,,1,1,0,14.64677659263844, TX
111,121,8.50976567558744,6.684611727667927,41,design,30,1.0,0.0,dean verhoeven,1.0,1,1,3,10.550564616241545, NC
112,122,9.23989529071504,9.181940897454485,174,crafts,30,8.0,0.0,ardelle schneider,1.0,1,1,0,10.958339506208922, Germany
113,123,7.66105638236183,6.880384082186005,57,comics,60,5.0,0.0,Isaac Loyal,1.0,1,1,4,13.340452576975746, MD
114,124,9.839217795278309,9.822819649468673,135,film_Video,30,17.0,0.0,Fictionable,1.0,1,1,0,15.837971611150978, UK
115,125,10.009422902944797,10.46310334047155,174,journalism,27,8.0,0.0,The Brick House Cooperative,1.0,0,1,2,14.151849928616338, CA
116,126,9.287401408112645,6.984716320118266,176,games,60,3.0,0.0,Redwood Creek Films,1.0,1,12,5,14.575639054856664, France
117,127,9.726272933110318,9.615805480084347,139,journalism,34,15.0,0.0,CC the Geek,1.0,1,1,2,10.968629231142637, MD
118,128,8.122059232729754,7.4664060299906065,63,art,19,12.0,0.0,Anthony Christou,1.0,1,1,2,14.018643220297346, AU
119,129,10.360912399575003,10.308952660644293,135,food,30,8.0,0.0,Michael Robinson II,1.0,1,1,6,12.393456367916393, NC
120,130,8.313116702819253,6.907755278982137,66,film_Video,35,6.0,0.0,Stuart Bradley,1.0,1,1,5,15.153537568224035, VA
121,131,8.731013415269564,8.294049640102028,105,comics,30,11.0,0.0,Bedford Palmer,1.0,1,1,1,12.94626322746207, CA
122,132,9.480610990995524,7.114769448366463,687,comics,30,15.0,0.0,Simon Birks,1.0,1,1,1,9.49702194409438, UK
123,133,6.669366101452361,6.615825531250784,13,publishing,30,3.0,0.0,Valleylea Crafts,1.0,1,1,1,12.36179352052695, Canada
124,134,8.408716715080153,6.214608098422191,113,film_Video,17,21.0,0.0,Esther Jones,1.0,1,1,1,10.628520921958396, WA
125,135,8.710454688248527,7.313220387090301,203,comics,24,4.0,0.0,Christina Tran,1.0,1,1,5,11.58189166943495, OR
126,136,10.244627450087735,7.824046010856292,282,film_Video,16,19.0,0.0,Dean Wesley Smith,1.0,1,1,2,13.343500116417061, NV
127,137,9.61953186182516,7.5480289699350145,78,publishing,10,5.0,0.0,Thomas Negovan,1.0,1,1,6,10.589534586605767, CA
128,138,8.863099359667181,5.728475087246572,215,crafts,30,3.0,0.0,Vicki Brown,1.0,1,1,5,11.665191512850969, UK
129,139,16.016348931001293,13.122363377404328,"28,974",games,16,5.0,0.0,CMON,1.0,1,1,2,13.047376865601485, GA
130,140,7.669028288589683,6.907755278982137,89,comics,27,5.0,0.0,Adam Eastburn,1.0,1,1,2,11.371177551860013, UT
131,141,9.659886159319521,9.392661928770137,153,dance,35,10.0,0.0,PearlDamour,1.0,1,12,1,11.973093381793852, MA
132,142,7.089076335442508,6.761572768804055,32,design,30,2.0,0.0,Lorenzo,1.0,1,12,3,14.656601337075454, Italy
133,143,9.51708950714519,9.392661928770137,156,film_Video,44,11.0,0.0,Kai Adia,1.0,1,12,3,15.194750847520005, CA
134,144,9.656499466411903,9.392661928770137,154,crafts,45,12.0,0.0,Mark Andres,1.0,1,11,1,15.9166075437284, NY
136,147,9.405084448768694,6.907755278982137,373,film_Video,12,28.0,0.0,Russell Nohelty,1.0,1,1,1,13.069257915717223, CA
137,149,9.916603165623503,9.287301413112312,238,design,36,17.0,0.0,La Tana Libera Tutt*,1.0,1,11,3,14.656601337075454, Italy
138,150,9.000483164987708,10.404262840448617,182,publishing,37,34.0,0.0,Mermaids Monthly,1.0,0,11,0,15.9166075437284, NY
139,151,10.274125163171705,9.064157861798101,503,film_Video,30,17.0,0.0,Flipboku,1.0,1,11,1,12.90238979642094, Spain
140,153,10.866432836449293,10.819778284410283,205,food,32,15.0,0.0,Theo Martin,1.0,1,11,0,11.376888077819869, WA
141,154,10.573241072751832,10.21464198117305,179,film_Video,38,11.0,0.0,Ryoichi Wada,1.0,1,11,1,15.194750847520005, CA
142,155,9.96716632919931,9.903487552536127,239,film_Video,30,11.0,0.0,826 MSP,1.0,1,11,2,12.926200063971773, MN
143,156,10.204674891937703,10.110501721920453,144,film_Video,28,16.0,0.0,Borja Alcalde,1.0,1,10,6,13.29061981587345, UK
144,157,11.30785510516339,11.225243392518447,"1,097",theater,50,12.0,0.0,Adam Frucci,1.0,1,11,0,15.194750847520005, CA
145,158,13.512017589445968,10.38591370178042,"3,986",design,43,17.0,0.0,Shortcut Labs,1.0,1,11,1,14.230937217984762, Sweden
146,159,10.856977725399389,10.819778284410283,195,film_Video,25,14.0,0.0,Shine Global,1.0,1,10,0,16.324637595040688, Mexico
147,160,9.853771960290196,9.615805480084347,142,theater,34,10.0,0.0,Joanna Kotze,1.0,1,11,1,14.648708334886981, NY
148,161,11.205399804383385,9.980448593672257,739,publishing,30,13.0,0.0,Black Letter Press,1.0,1,11,0,9.222268942841456, Germany
149,162,13.420826623582542,10.819778284410283,417,technology,25,2.0,0.0,UFactory,1.0,1,10,1,10.015699543143056, DE
150,163,10.263711192398603,10.126631103850338,443,photography,31,79.0,0.0,Aisha Sabatini Sloan,1.0,1,10,2,13.425597881382114, MI
151,164,12.418725885427948,9.417354541360508,578,design,30,12.0,0.0,Boxx,1.0,1,11,1,15.837971611150978, UK
152,165,11.611285897112246,9.287301413112312,"1,228",art,30,14.0,0.0,Spiridon,1.0,1,10,6,12.523962581382385, France
153,166,9.723463354790857,9.615805480084347,181,art,30,10.0,0.0,Space Song Foundation,1.0,1,10,1,15.194750847520005, CA
154,167,11.501308245630037,11.002099841204238,329,design,31,9.0,0.0,Eone Timepieces,1.0,1,10,1,13.30755248550697, DC
155,168,11.441139410462773,11.156250521031495,691,film_Video,30,17.0,0.0,Hal Hartley,1.0,1,11,2,15.9166075437284, NY
156,169,14.090460671921344,9.903487552536127,"8,254",design,30,20.0,0.0,Mechanical Design Labs,1.0,1,10,1,11.943304299432697, CA
157,170,11.732735466175175,11.970350312009105,243,design,28,6.0,0.0,Tuck Bike LLC,1.0,0,11,1,12.94626322746207, CA
158,172,12.724577706790033,9.210340371976184,503,technology,30,7.0,0.0,Arovia,1.0,1,10,1,14.64677659263844, TX
159,173,12.211696800280395,9.210340371976184,"2,333",design,24,20.0,0.0,Play Nine Arches,1.0,1,10,0,13.744905673596723, TX
160,174,12.730128640672687,8.971067438732089,"3,122",design,30,7.0,0.0,Miles Gibbons,1.0,1,10,4,15.837971611150978, UK
161,175,10.813995194534543,10.333645273234664,315,film_Video,32,8.0,0.0,Fifty Foot Woman Ltd,1.0,1,9,3,15.837971611150978, UK
162,176,12.05838437263057,10.819778284410283,"2,659",design,15,9.0,0.0,James R. Eads,1.0,1,10,1,15.194750847520005, CA
163,177,13.428503055368838,9.210340371976184,"7,953",games,12,5.0,0.0,Wyrmwood Gaming,1.0,1,10,1,13.410750701107972, MA
164,178,9.17528298016078,9.168893182062009,155,crafts,30,6.0,0.0,Crystal Bennes,1.0,1,10,0,13.049771178961905, UK
165,180,10.85562793730398,10.596634733096073,777,art,32,8.0,0.0,LANDBACK.Art,1.0,1,10,0,11.20597902033699, SD
166,181,10.866670648896555,10.361260440267637,527,publishing,23,27.0,0.0,London Centre for Book Arts,1.0,1,9,1,12.64531418637586, UK
167,182,9.153664194782626,9.903487552536127,86,art,30,9.0,0.0,Jedediah Johnson,1.0,0,9,2,13.628841163005458, IN
168,183,14.18349253578066,10.126631103850338,"6,277",design,29,18.0,0.0,Misen,1.0,1,9,1,14.648708334886981, NY
169,184,9.644781588320864,8.987196820661973,327,publishing,25,12.0,0.0,PM Press,1.0,1,8,0,12.94626322746207, CA
170,185,10.435262205052501,10.308952660644293,513,journalism,32,9.0,0.0,theLAnd magazine,1.0,1,8,0,15.194750847520005, CA
171,186,11.666898986248695,9.210340371976184,471,publishing,35,11.0,0.0,No Reply Press,1.0,1,8,0,13.357133477695209, OR
172,187,12.743486644767621,8.987196820661973,"11,753",games,43,6.0,0.0,FLATOUT GAMES,1.0,1,9,1,13.436372336049693, WA
173,188,13.843945427859548,9.903487552536127,"7,988",technology,31,36.0,0.0,OpenCV,1.0,1,9,2,11.583840487939831, CO
174,189,11.546143583158438,9.980448593672257,"2,274",games,32,11.0,0.0,Chibig,1.0,1,9,1,14.141270623605811, Spain
175,190,11.228119253263912,11.002099841204238,521,film_Video,40,16.0,0.0,Ryan Westra,1.0,1,9,2,15.9166075437284, NY
176,191,12.27293658578368,10.308952660644293,"1,864",games,31,7.0,0.0,Zain Memon,1.0,1,9,1,15.047055435009423, India
177,192,13.658556117938911,9.210340371976184,"6,412",games,30,1.0,0.0,Wyrmwood Gaming,1.0,1,8,2,11.076294714343865, MA
178,193,13.503916703994179,11.48452599044853,"15,469",comics,20,4.0,0.0,CD PROJEKT RED,1.0,1,9,1,14.347396253405902, Poland
179,194,10.135227330198862,7.757906208351747,178,design,45,6.0,0.0,Studio Shikumi,1.0,1,8,2,15.936165897399452, Japan
180,195,9.445971705356865,7.757906208351747,91,design,45,10.0,0.0,Toubouyuu,1.0,1,7,3,9.974458466406707, Japan
181,196,9.625401688837744,6.659293919683638,61,design,45,8.0,0.0,Maruyasu Seiki,1.0,1,8,4,10.799003985193806, Japan
182,197,12.311454660956878,9.210340371976184,"2,071",design,37,10.0,0.0,Chijoff+Co,1.0,1,8,2,15.261576235762831, AU
183,198,11.499151031548388,11.002099841204238,"1,646",dance,32,10.0,0.0,The Tin Can Brothers,1.0,1,8,1,15.194750847520005, CA
184,199,9.817439347910675,9.51044496442652,215,design,30,9.0,0.0,Urania Press,1.0,1,7,0,12.523689663065143, ME
185,200,14.080998400516908,13.527828485512494,"8,174",film_Video,31,14.0,0.0,3BLACKDOT,1.0,1,7,1,15.194750847520005, CA
186,201,11.329312170241941,7.757906208351747,289,design,40,11.0,0.0,Brand New Step,1.0,1,7,2,15.936165897399452, Japan
187,202,11.466713973165534,9.903487552536127,"1,405",games,14,6.0,0.0,Uusi,1.0,1,8,6,10.561758568708644, MI
188,203,16.315277166305126,11.512925464970229,"3,199",technology,60,14.0,0.0,EcoFlow,1.0,1,7,3,15.194750847520005, CA
189,204,16.070513042400048,10.819778284410283,"81,567",games,30,7.0,0.0,Magpie Games,1.0,1,8,1,13.234121186674235, NM
190,205,11.519227962443123,10.075758773476581,"2,682",games,30,5.0,0.0,DUSTBITERS TEAM,1.0,1,8,0,12.579458678174593, Netherlands
191,206,11.22488332770289,7.549082710812286,807,art,31,11.0,0.0,Thomas Negovan,1.0,1,7,0,15.194750847520005, CA
192,207,10.783985289911469,9.836278802842678,"1,066",theater,29,28.0,0.0,Lynne M. Thomas,1.0,1,7,2,11.363218231729201, IL
193,208,13.06513909786587,9.980448593672257,"3,083",photography,30,12.0,0.0,Fjorden,1.0,1,7,3,13.270783382522602, Norway
194,209,9.877194910581204,9.615805480084347,160,art,30,14.0,0.0,Samuel Price,1.0,1,7,0,14.151849928616338, CA
195,210,10.384214728478085,9.210340371976184,452,food,30,10.0,0.0,otherworld,1.0,1,7,1,15.9166075437284, NY
197,212,12.314110573718073,10.819778284410283,452,design,30,7.0,0.0,Saxon McClamma,1.0,1,7,0,11.480081974040464, CA
198,213,10.239959789157341,10.126631103850338,167,film_Video,30,13.0,0.0,Cameron Holly Dexter,1.0,1,6,1,15.194750847520005, CA
199,214,10.51926760951963,9.903487552536127,520,film_Video,32,15.0,0.0,PM Press,1.0,1,6,0,12.94626322746207, CA
200,215,10.950543354289836,9.433483923290392,411,games,30,12.0,0.0,Nicholas Kahn,1.0,1,7,2,13.751185347407716, NY
201,216,11.452828903705276,10.075758773476581,785,publishing,30,9.0,0.0,Black Letter Press,1.0,1,7,4,9.222268942841456, Germany
202,217,12.215760565719052,11.918390573078392,"2,386",film_Video,33,14.0,0.0,Shipwrecked Comedy,1.0,1,6,1,15.194750847520005, CA
203,218,13.711985024363289,11.512925464970229,"2,569",technology,31,4.0,0.0,Keyboardio,1.0,1,6,1,12.94626322746207, CA
204,219,10.134511174380807,10.110501721920453,86,fashion,35,7.0,0.0,Team Wires,1.0,1,6,2,15.837971611150978, UK
205,221,12.343649593847815,11.918390573078392,"1,713",art,32,19.0,0.0,Amplifier,1.0,1,7,0,13.436372336049693, WA
206,222,12.365547697128394,12.206072645530174,568,design,30,13.0,0.0,Flyte,1.0,1,6,1,15.9166075437284, NY
207,223,13.069061751879714,9.903487552536127,"5,193",technology,44,5.0,0.0,Mark Jenner & Tom Putnam,1.0,1,6,2,15.837971611150978, UK
208,224,10.695733182881636,9.903487552536127,454,film_Video,30,10.0,0.0,Emily Allen,1.0,1,6,1,14.648708334886981, NY
209,225,9.921327470664458,6.684611727667927,310,film_Video,29,6.0,0.0,Magpie Artists' Ensemble,1.0,1,6,2,13.436372336049693, WA
210,226,7.912726993278754,7.807916628926408,77,film_Video,60,2.0,0.0,Out on the Page,1.0,1,5,3,15.837971611150978, UK
211,227,11.45580469748047,11.429804691575846,450,publishing,35,6.0,0.0,Josh,1.0,1,6,3,11.196802764886597, UT
212,228,9.371778717853713,9.210340371976184,117,technology,30,9.0,0.0,Firelane Music & Media Entertainment,1.0,1,6,4,13.433583737933631, CO
213,229,10.051605787988585,9.472704636443673,287,fashion,33,8.0,0.0,Vernon Jordan III,1.0,1,5,1,14.264955549209741, PA
214,230,10.744613261467482,10.568235258574376,282,design,30,14.0,0.0,Reframd,1.0,1,6,1,15.047007280023905, Germany
215,231,9.672059781634221,9.615805480084347,134,art,28,12.0,0.0,Tasha Sams,1.0,1,6,1,8.855378246041125, KY
216,232,14.503934099687806,11.918390573078392,"9,462",design,59,9.0,0.0,Nebia,1.0,1,6,1,14.151849928616338, CA
