,idx,collected,goal_amount,num_backers,category,duration,pledge_types,donate,creator,project_we_love,success,start_month,start_day,population,country
885,1323,11.735596904857374,9.210340371976184,402,publishing,30,16.0,0.0,Thornwillow,1.0,1,9,0,10.250263664295613, NY
886,1328,14.354171052253118,12.15819456528571,"9,838",games,22,3.0,0.0,Steamforged Games Ltd,1.0,1,9,3,12.887943992145741, UK
887,1329,10.501472042414694,11.512925464970229,220,design,58,6.0,0.0,YOLK,1.0,0,8,0,14.816343153421665, IL
888,1331,12.00310150607458,9.692766521220475,"4,109",games,30,8.0,0.0,Morphcat Games,1.0,1,9,2,15.047007280023905, Germany
889,1333,12.022954771759998,11.695247021764184,"1,800",design,31,11.0,0.0,Eduardo Umaña,1.0,1,9,1,12.996806957126934, FL
890,1337,9.701493759944652,9.210340371976184,288,design,30,9.0,0.0,Nikolas Bentel Designs LLC,1.0,1,9,2,15.9166075437284, NY
891,1339,8.266164436612492,9.61059191303146,85,games,35,9.0,0.0,Moshing Cat Studio,1.0,0,9,3,14.28551418721001, Canada
892,1341,9.124782483614537,9.104979856318357,114,art,29,12.0,0.0,Angie Wilson,1.0,1,9,3,12.94626322746207, CA
893,1343,10.552081829046976,10.308952660644293,206,design,45,10.0,0.0,Ethnotek Bags,1.0,1,8,2,12.926200063971773, MN
894,1346,10.413132479553957,10.308952660644293,358,film_Video,28,21.0,0.0,Christi Cooper,1.0,1,8,1,12.00432359107012, OR
895,1348,9.387056246249303,8.594154232552366,505,games,35,11.0,0.0,Sunnyside Games,1.0,1,8,1,11.843027454583599, Switzerland
896,1351,11.188371917742543,10.596634733096073,290,design,30,7.0,0.0,Bolt Projects,1.0,1,9,2,9.366831168735615, CA
897,1356,8.677269139262872,8.517193191416238,239,games,30,12.0,0.0,Taco Pizza Cats,1.0,1,8,1,13.357133477695209, OR
898,1361,9.565353936588249,10.819778284410283,17,technology,31,1.0,0.0,Sterka Concepts,1.0,0,8,2,15.194750847520005, CA
899,1364,9.128696382935672,8.242756345714477,189,crafts,20,7.0,0.0,Gnomic Book,1.0,1,8,3,15.9166075437284, NY
901,1368,10.491714120666632,9.287301413112312,"1,235",food,30,23.0,0.0,Justin P. Moore,1.0,1,8,1,15.047007280023905, Germany
902,1370,10.457286455149985,11.918390573078392,199,film_Video,30,20.0,0.0,Bossy Fox Productions,1.0,0,8,1,14.928529241071455, Afghanistan
903,1379,11.530618024501146,10.819778284410283,147,crafts,36,6.0,0.0,Youcan Robot: BW-Space UUV Drone,1.0,1,8,2,15.194750847520005, CA
904,1381,10.43084575693648,10.126631103850338,296,film_Video,29,23.0,0.0,Shrihari Sathe,1.0,1,8,1,9.880218925596774, India
905,1382,10.532842600008294,10.491274217438248,"1,095",film_Video,29,32.0,0.0,SBI Press,1.0,1,8,3,11.5647491186924, CA
906,1385,11.089011213193535,9.210340371976184,"1,270",food,30,10.0,0.0,Nick Mendoza,1.0,1,8,1,14.148353359002385, CA
907,1390,10.405817086527632,9.1942109900463,70,design,30,11.0,0.0,Kevin Holmes,1.0,1,8,1,11.386919967335114, UK
908,1392,10.521560910043119,10.126631103850338,459,fashion,45,8.0,0.0,Carlos Olguin,1.0,1,8,2,14.151849928616338, CA
909,1395,10.917376753174178,10.819778284410283,202,art,31,10.0,0.0,Artists For Humanity,1.0,1,8,1,13.410750701107972, MA
910,1398,11.27126146401864,9.210340371976184,788,design,30,26.0,0.0,Roberto Hoyos,1.0,1,8,2,13.436372336049693, WA
911,1401,9.663007081568642,8.987196820661973,699,games,45,13.0,0.0,Muse Games,1.0,1,8,2,15.9166075437284, NY
912,1405,10.832260061912338,10.126631103850338,366,games,30,9.0,0.0,Spatial Gaming,1.0,1,8,1,15.194750847520005, CA
913,1407,10.659718540400366,9.611557804804775,"1,361",games,31,17.0,0.0,Bitten Toast Games,1.0,1,8,3,13.304684934198283, Canada
914,1408,9.785379464055799,9.472704636443673,254,film_Video,30,16.0,0.0,Naima Ramos-Chapman,1.0,1,8,2,15.9166075437284, NY
915,1410,12.222656480420666,10.799081046669484,"6,991",games,31,18.0,0.0,Kitfox Games,1.0,1,8,2,14.28551418721001, Canada
916,1412,9.823578169307826,10.677615462228353,551,games,35,19.0,0.0,Dyadic Games,1.0,0,8,1,12.311900052177437, Austria
917,1413,9.234252192022495,9.190137664658664,193,crafts,28,11.0,0.0,Gnomic Book,1.0,1,7,0,14.648708334886981, NY
918,1415,13.255762511283049,10.714417768752456,"3,533",design,42,16.0,0.0,Thread International,1.0,1,8,2,12.626068338172521, PA
919,1417,9.679843876180236,9.210340371976184,352,design,60,9.0,0.0,BIONICRAFT,1.0,1,7,1,15.194750847520005, CA
920,1419,11.133128103610641,11.082142548877775,522,film_Video,39,10.0,0.0,Megumi Sasaki,1.0,1,7,1,15.9166075437284, NY
921,1421,11.01715264383053,10.819778284410283,313,design,30,21.0,0.0,LetterformArchive,1.0,1,8,2,14.151849928616338, CA
922,1423,10.573314927774456,9.903487552536127,595,film_Video,39,8.0,0.0,Popmotion Pictures,1.0,1,8,3,12.771877811117564, OR
923,1426,9.391238749864629,8.8527006771006,376,games,50,5.0,0.0,Dystopia Interactive,1.0,1,8,1,15.261576235762831, AU
924,1428,11.015421907107319,7.532115995323114,"1,667",design,30,10.0,0.0,govy,1.0,1,7,3,14.28551418721001, Canada
926,1431,10.011278567136985,9.95131296576871,191,theater,30,11.0,0.0,Uncomfortable Revolution,1.0,1,7,3,15.261576235762831, AU
927,1434,14.445568300292024,13.122363377404328,"8,293",technology,30,2.0,0.0,Anki,1.0,1,8,2,14.151849928616338, CA
928,1437,9.69898173460629,9.615805480084347,198,theater,38,21.0,0.0,The Muse Project,1.0,1,7,1,15.9166075437284, NY
929,1445,15.014769670278973,11.512925464970229,"3,106",games,23,20.0,0.0,Dwarven Forge,1.0,1,7,6,13.071865556017904, CT
930,1447,10.16681289348317,10.126631103850338,496,journalism,32,8.0,0.0,"Amanda, Maria, Priyanka",1.0,1,7,0,15.194750847520005, CA
931,1449,10.529836861547482,10.333645273234664,722,games,30,13.0,0.0,Humble Grove,1.0,1,7,3,15.837971611150978, UK
932,1452,13.307396255243187,13.919870573288517,"3,343",music,32,31.0,0.0,The Aquabats!,1.0,0,7,1,14.148353359002385, CA
934,1459,12.33251104852374,10.515966830028619,"2,254",crafts,29,6.0,0.0,Oddball Studios,1.0,1,7,2,15.837971611150978, UK
935,1463,9.952555106800798,9.823178717787256,82,design,27,8.0,0.0,Okewa Rainwear,1.0,1,7,1,12.852914073213608, NZ
936,1467,10.688410492370217,9.287301413112312,587,crafts,34,16.0,0.0,Tom Hegen,1.0,1,7,3,14.046932548249474, Germany
937,1469,12.035711279654933,10.819778284410283,"3,149",comics,29,24.0,0.0,The Nib,1.0,1,7,1,15.9166075437284, NY
938,1472,10.136898216206115,9.903487552536127,181,photography,30,10.0,0.0,Bassam Khabieh,1.0,1,7,3,16.51041580817756, Turkey
939,1479,14.790400332141365,10.819778284410283,"38,335",games,29,16.0,0.0,Edmund McMillen,1.0,1,6,2,13.842062903593279, CA
940,1481,10.941889716805212,10.126631103850338,792,food,30,9.0,0.0,ckbk,1.0,1,7,1,15.9166075437284, NY
941,1485,10.359804190801727,9.615805480084347,209,film_Video,30,11.0,0.0,Michael Rowley,1.0,1,7,1,14.07794558915851, TX
942,1487,14.167506673235254,11.225243392518447,"23,338",games,29,5.0,0.0,Homestar Runner,1.0,1,7,1,13.047376865601485, GA
943,1491,10.623130596900038,10.795383127575562,163,design,31,7.0,0.0,Max Jürgensen,1.0,0,7,0,12.357754566192016, Germany
944,1493,9.802008383586275,9.615805480084347,106,art,30,7.0,0.0,Ebony G. Patterson,1.0,1,7,2,13.071865556017904, MO
945,1494,10.88504154286231,10.126631103850338,505,food,30,20.0,0.0,Seek Food,1.0,1,7,0,15.9166075437284, NY
946,1496,12.825471020197703,10.308952660644293,831,design,51,13.0,0.0,Patrick Sherwin,1.0,1,7,0,14.151849928616338, CA
947,1498,11.281182544842556,11.896628827963514,692,art,30,12.0,0.0,The Read and Destroy Archive,1.0,0,7,1,15.837971611150978, UK
948,1499,11.355419713178149,9.417354541360508,"1,194",technology,35,9.0,0.0,Ross Atkin,1.0,1,6,1,12.46514688842252, UK
949,1501,13.453949410236804,12.310869502362207,"2,379",art,20,9.0,0.0,Hans Fex,1.0,1,7,1,10.086350629348315, VA
950,1503,9.462519093314883,9.417354541360508,130,journalism,30,13.0,0.0,Liverpool Biennial,1.0,1,7,1,13.669469241521591, UK
951,1504,10.850831115665532,10.819778284410283,684,film_Video,31,20.0,0.0,Jessamyn Ansary,1.0,1,6,1,14.648708334886981, NY
952,1507,11.245986753656346,10.819778284410283,"1,617",journalism,30,14.0,0.0,"Bill Nye, CEO, The Planetary Society",1.0,1,6,2,11.943304299432697, CA
953,1509,11.589534777590467,9.417354541360508,"2,821",games,30,12.0,0.0,Yolky Games,1.0,1,6,1,15.837971611150978, UK
954,1514,12.185727070864743,11.918390573078392,"1,398",film_Video,37,24.0,0.0,Saul Williams,1.0,1,6,1,13.52148977157899, Rwanda
955,1517,12.292855663114446,10.126631103850338,"3,172",publishing,30,14.0,0.0,Sacred Bones,1.0,1,6,4,14.648708334886981, NY
956,1519,9.711068386044008,9.640498092674719,221,crafts,33,12.0,0.0,Janire Najera,1.0,1,6,2,13.234121186674235, NM
957,1522,12.218500103788143,10.308952660644293,"2,151",design,37,8.0,0.0,Guillaume Rolland,1.0,1,6,1,14.575639054856664, France
958,1523,10.901432001403476,10.819778284410283,73,fashion,28,9.0,0.0,Wearable X,1.0,1,6,0,15.9166075437284, NY
959,1524,9.875756578797818,9.615805480084347,228,journalism,36,9.0,0.0,WDET 101.9 FM,1.0,1,6,1,13.425597881382114, MI
960,1525,13.008717109513315,10.085809109330082,"1,726",design,45,12.0,0.0,Ludvig Scheja,1.0,1,6,1,14.230937217984762, Sweden
961,1528,9.281171552736774,8.987196820661973,208,art,30,13.0,0.0,Tavern Books,1.0,1,6,1,13.357133477695209, OR
962,1529,13.414870291565089,10.819778284410283,"4,234",design,30,8.0,0.0,Mark Jenner & Tom Putnam,1.0,1,6,1,15.837971611150978, UK
963,1533,8.069905588454235,6.984716320118266,67,games,20,8.0,0.0,Sebastian Sattler,1.0,1,6,0,15.047007280023905, Germany
964,1534,13.651015559680925,10.819778284410283,"2,144",design,33,13.0,0.0,Infento Rides,1.0,1,6,4,10.638472211837653, DE
965,1535,11.555687975470889,11.289781913656018,"1,615",games,29,5.0,0.0,Jenn Sandercock,1.0,1,6,2,13.436372336049693, WA
966,1539,11.796396182100517,11.73342552533902,"1,562",film_Video,31,15.0,0.0,Signe Baumane,,1,1,1,14.648708334886981, NY
967,1542,13.362590568799252,11.512925464970229,"1,447",technology,60,20.0,0.0,UDOO,1.0,1,5,3,13.410750701107972, MA
968,1543,12.556662613496893,11.512925464970229,"2,124",design,30,32.0,0.0,Lomography,1.0,1,6,2,15.9166075437284, NY
969,1545,11.73041305142828,11.512925464970229,"1,288",film_Video,30,39.0,0.0,Dempsey Rice,1.0,1,6,1,14.648708334886981, NY
970,1548,10.774341491401676,10.596634733096073,"1,736",technology,30,24.0,0.0,Kelly Rakowski,1.0,1,6,3,15.9166075437284, NY
971,1550,12.25541979741029,10.819778284410283,275,technology,45,7.0,0.0,Geneinno,1.0,1,6,2,15.194750847520005, CA
973,1553,10.548625513909712,10.126631103850338,296,film_Video,35,11.0,0.0,The War at Home,1.0,1,6,0,12.425011368933118, WI
974,1555,14.311008917042706,10.819778284410283,"4,352",design,30,23.0,0.0,Scribit,1.0,1,6,1,15.9166075437284, NY
975,1557,10.934177824718779,10.126631103850338,577,film_Video,30,11.0,0.0,Rajiv Satyal,1.0,1,6,4,15.194750847520005, CA
976,1559,7.129297548929373,9.984468281668407,61,journalism,30,3.0,0.0,Delaere Christophe,1.0,0,6,4,13.834353901765722, Belgium
977,1562,9.95679132455844,9.210340371976184,169,art,29,13.0,0.0,Public Art Fund,1.0,1,6,1,15.9166075437284, NY
978,1563,11.647552507151504,10.308952660644293,96,photography,42,7.0,0.0,Navatics Technology,1.0,1,5,3,13.376188207543581, CA
979,1566,11.635134248097797,10.596634733096073,424,design,42,13.0,0.0,Bosko & Maya Kante,1.0,1,6,1,12.94626322746207, CA
980,1570,10.636456227282745,10.571316925111784,412,film_Video,25,19.0,0.0,sara maamouri,1.0,1,6,0,14.151849928616338, CA
981,1572,11.695505321735206,10.46310334047155,"1,683",food,30,12.0,0.0,FLY BY JING,1.0,1,6,0,15.9166075437284, NY
982,1574,10.723894566164226,10.555257897179795,269,design,30,7.0,0.0,Anicorn Watches,1.0,1,6,1,15.7632387676311, Hong Kong
983,1580,10.195899297432682,9.822819649468673,269,crafts,29,12.0,0.0,Yan Wang Preston,1.0,1,5,3,10.957538224114769, UK
984,1584,11.104701554864958,10.126631103850338,"1,080",art,28,9.0,0.0,Copper Canyon Press,1.0,1,5,3,13.436372336049693, WA
985,1586,10.580567849213146,10.110501721920453,608,theater,30,20.0,0.0,A. N. Devers,1.0,1,5,6,15.837971611150978, UK
986,1588,10.401531841937386,10.308952660644293,350,film_Video,30,10.0,0.0,Amy Winston,1.0,1,5,0,15.9166075437284, NY
987,1589,10.554353340839468,11.225243392518447,256,crafts,36,7.0,0.0,Abigail Edgecliffe-Johnson,1.0,0,5,1,15.9166075437284, NY
988,1591,11.173037401047846,10.819778284410283,423,technology,30,8.0,0.0,Tinkamo,1.0,1,5,1,14.151849928616338, CA
989,1593,9.528794103094718,9.210340371976184,241,dance,1,8.0,0.0,Raja Feather Kelly + the feath3r theory,1.0,1,6,0,14.648708334886981, NY
990,1596,11.373444982981379,11.002099841204238,79,technology,60,7.0,0.0,Limitless IQ,1.0,1,5,2,10.607178946971745, CA
991,1598,12.985296599807473,10.819778284410283,"2,169",food,35,9.0,0.0,PicoBrew Inc,1.0,1,5,2,13.436372336049693, WA
992,1600,11.372743434370365,11.225243392518447,"1,449",technology,31,17.0,0.0,DCist,1.0,1,5,1,13.30755248550697, DC
993,1601,10.909125265086246,10.819778284410283,"1,032",journalism,24,19.0,0.0,LAist,1.0,1,5,1,15.194750847520005, CA
994,1604,12.147208660382981,10.308952660644293,770,journalism,46,15.0,0.0,AstroReality,1.0,1,5,1,14.151849928616338, CA
995,1607,10.32620301405082,10.308952660644293,221,games,30,17.0,0.0,Lars Thorn,1.0,1,5,1,11.442717569926732, CA
996,1609,10.439776223738649,10.308952660644293,275,design,30,14.0,0.0,Emerging Objects,1.0,1,5,2,12.94626322746207, CA
997,1611,10.629996972702473,9.903487552536127,357,technology,42,9.0,0.0,Public Lab,1.0,1,5,2,12.87291948429548, LA
998,1614,11.712407272166534,11.512925464970229,"1,045",film_Video,30,15.0,0.0,Hal Hartley,1.0,1,5,0,15.9166075437284, NY
999,1616,10.28360066404139,9.903487552536127,561,theater,23,13.0,0.0,Redindhi,1.0,1,5,2,11.703314392841941, CA
1000,1620,12.585121907132903,12.429216196844383,"1,751",film_Video,30,24.0,0.0,Richard Green,1.0,1,5,3,15.194750847520005, CA
1001,1621,10.180529683532999,10.171173592740198,153,film_Video,30,20.0,0.0,Cuban Team,1.0,1,4,0,14.77102200299171, Canada
1002,1622,11.263707409192737,10.126631103850338,597,publishing,40,10.0,0.0,Within,1.0,1,5,1,14.151849928616338, CA
1003,1625,11.401267383427346,10.596634733096073,455,design,36,4.0,0.0,cw&t,1.0,1,5,1,14.648708334886981, NY
1004,1628,12.234021997962122,9.980448593672257,"3,284",games,28,7.0,0.0,Marc Dür,1.0,1,5,1,11.77528972943772, Switzerland
1005,1631,11.801993376703004,10.54006438160768,"1,258",publishing,44,11.0,0.0,Kronecker Wallis,1.0,1,4,0,14.29888502284722, Spain
1006,1644,11.24427866665095,10.896739325546411,381,design,30,8.0,0.0,Enhancia,1.0,1,4,1,11.973837894204184, France
1007,1647,11.217869606188502,10.819778284410283,829,fashion,30,9.0,0.0,GENUSEE,1.0,1,4,3,11.49588103036097, MI
1009,1651,11.284480385356286,11.002099841204238,507,comics,34,12.0,0.0,Beehive Books,1.0,1,5,2,14.264955549209741, PA
1010,1652,10.46015614461037,10.126631103850338,613,design,32,10.0,0.0,Andrew Chepaitis,1.0,1,4,2,14.648708334886981, NY
1011,1654,10.573954469372852,10.373491181781864,596,film_Video,30,15.0,0.0,Dan Schoenbrun,1.0,1,4,1,14.648708334886981, NY
1012,1659,8.98441545625159,8.906528917594517,161,publishing,25,10.0,0.0,Bluecoat Press,1.0,1,4,2,13.669469241521591, UK
1013,1660,12.245415211835981,10.555257897179795,"1,607",film_Video,44,11.0,0.0,kongkee,1.0,1,3,3,15.7632387676311, Hong Kong
1014,1662,9.414994033976548,9.392661928770137,114,technology,30,20.0,0.0,Liz Collins,1.0,1,5,2,15.9166075437284, NY
1015,1663,11.313583885841508,11.225243392518447,"1,028",comics,32,17.0,0.0,Sesame Street Yellow Feather Fund,1.0,1,4,0,15.9166075437284, NY
1016,1664,11.554643058322096,11.512925464970229,"1,126",film_Video,30,16.0,0.0,"Bhaskar, Yael & Morgan",1.0,1,4,2,14.264955549209741, PA
1017,1667,10.870832550232782,10.46310334047155,538,film_Video,34,18.0,0.0,Andrew Sherburne,1.0,1,4,3,11.214788934614589, IA
1018,1669,11.172645457984238,10.758960257642316,"2,362",games,30,19.0,0.0,EggNut,1.0,1,4,4,13.304684934198283, Canada
1019,1670,10.634147257355846,10.545341438708522,450,film_Video,30,15.0,0.0,Vivian Kleiman & Justin Hall,1.0,1,4,0,11.703314392841941, CA
1020,1671,10.396047367495227,10.146433731146518,581,film_Video,30,16.0,0.0,Ri Crawford,1.0,1,4,1,12.94626322746207, CA
1021,1673,12.09979571008798,10.38591370178042,78,technology,30,13.0,0.0,SOUNDCAM,1.0,1,4,1,11.473976714831654, Germany
1022,1676,9.275940829060131,9.210340371976184,115,technology,32,9.0,0.0,Leslie-Lohman Museum,1.0,1,4,4,15.9166075437284, NY
1023,1677,11.26956645115511,11.884489021402711,990,design,32,5.0,0.0,Jesse Reed & Hamish Smyth,1.0,0,4,0,14.648708334886981, NY
1024,1679,12.496111937555632,10.819778284410283,221,photography,20,8.0,0.0,Meyer Optik USA,1.0,1,4,3,13.047376865601485, GA
1025,1681,9.604609707323613,9.546812608597396,153,art,26,10.0,0.0,New Orleans Airlift,1.0,1,4,3,12.87291948429548, LA
1027,1688,10.784855521821017,10.714417768752456,531,film_Video,33,26.0,0.0,Laurie Block,1.0,1,4,0,11.081834809223091, MA
1029,1696,9.912496846693715,9.210340371976184,120,crafts,30,8.0,0.0,Corine Vermeulen,1.0,1,4,3,13.425597881382114, MI
1032,1702,8.732373923466957,8.724207360800564,58,journalism,20,10.0,0.0,Sarabande Foundation,1.0,1,4,1,15.837971611150978, UK
1033,1705,11.018992355874246,10.868339851024713,439,film_Video,25,6.0,0.0,WildEarth,1.0,1,4,1,12.611537753638338, Cayman Islands
1034,1707,11.640583845170028,10.889285690168437,92,technology,34,10.0,0.0,Nous,1.0,1,4,2,16.324637595040688, Mexico
1035,1710,10.550512257479294,11.551790345591854,398,design,30,5.0,0.0,Unit Editions,1.0,0,4,3,15.837971611150978, UK
1037,1714,12.303117683234275,10.819778284410283,"1,293",crafts,14,15.0,0.0,Primo Toys,1.0,1,4,1,14.151849928616338, CA
1038,1719,12.228328291127125,10.110501721920453,"4,189",food,31,13.0,0.0,Stone,1.0,1,3,0,15.837971611150978, UK
1040,1724,14.076894341917804,13.017002861746503,"16,607",games,32,28.0,0.0,KING Art Games,1.0,1,3,1,13.410750701107972, MA
1043,1730,11.946472557205349,10.819778284410283,516,technology,30,7.0,0.0,Somewear Labs,1.0,1,4,0,14.151849928616338, CA
1044,1732,8.994668835500674,8.987196820661973,84,food,39,7.0,0.0,Allie Wist,1.0,1,3,3,14.648708334886981, NY
1045,1734,10.950648639613158,10.819778284410283,409,crafts,37,7.0,0.0,Thinker-Tinker,1.0,1,3,1,15.194750847520005, CA
1046,1735,11.141702350580776,8.85366542803745,262,technology,30,11.0,0.0,OSOP,1.0,1,3,3,13.436372336049693, WA
1047,1737,12.206807375549955,11.512925464970229,"2,860",journalism,31,20.0,0.0,Gothamist,1.0,1,4,1,15.9166075437284, NY
1048,1739,13.356707650576253,13.18138671785379,"12,613",games,39,20.0,0.0,White Owls Inc.,1.0,1,3,0,14.768099660181356, Japan
1049,1742,10.583448171291899,9.392661928770137,284,film_Video,21,8.0,0.0,KoreanAmericanStory.org,1.0,1,3,4,15.9166075437284, NY
1050,1750,10.339190843704902,8.006367567650246,"1,506",design,30,8.0,0.0,Avana Vana,1.0,1,3,6,15.9166075437284, NY
1051,1753,11.639011711145091,11.289781913656018,"1,428",music,30,32.0,0.0,Austin Wintory and Anthony Lund,1.0,1,3,2,13.433583737933631, CO
1052,1761,9.107426859961409,9.060679597421776,200,design,33,10.0,0.0,Ildut & Catalina,1.0,1,3,3,12.46514688842252, UK
1053,1763,9.167729277971466,8.99961934066053,195,journalism,30,8.0,0.0,Froh! e.V.,1.0,1,2,0,13.778218783212537, Germany
1054,1764,7.908975221641597,7.67786350067821,97,theater,13,7.0,0.0,Anna Sarcletti,1.0,1,3,2,14.341107348903938, Austria
1055,1768,7.31986492980897,8.517193191416238,27,journalism,30,8.0,0.0,Robert LeBlanc,1.0,0,2,0,15.194750847520005, CA
1056,1771,12.608390405931624,7.114769448366463,"4,638",comics,28,10.0,0.0,Lorenzo Etherington,1.0,1,3,4,13.333078008699502, UK
1057,1773,10.929672507268652,10.819778284410283,50,design,45,10.0,0.0,re:3D,1.0,1,3,4,14.64677659263844, TX
1058,1775,10.165313210442681,9.648595302907339,535,food,40,9.0,0.0,Fora,1.0,1,3,1,15.9166075437284, NY
1059,1779,9.055667055598231,6.353343427053224,328,design,21,6.0,0.0,Oscar Lhermitte,1.0,1,3,2,15.837971611150978, UK
1060,1781,11.402049768624291,11.225243392518447,"3,091",music,40,19.0,0.0,Mike Yung,1.0,1,3,4,15.9166075437284, NY
1061,1783,12.772128906167557,8.129257540674775,"3,296",journalism,57,10.0,0.0,Clemens,1.0,1,3,2,15.047007280023905, Germany
1062,1786,11.17241910219308,10.126631103850338,"1,324",food,33,13.0,0.0,AKUA,1.0,1,3,1,15.9166075437284, NY
1064,1794,10.463874471644896,10.404262840448617,658,film_Video,33,22.0,0.0,Emily Branham,1.0,1,2,1,14.648708334886981, NY
1065,1796,13.940297488982972,10.896739325546411,"2,639",design,57,16.0,0.0,Mamma 2.0,1.0,1,2,2,14.028067872279854, Italy
1066,1799,12.907701256855415,11.589886506106357,"5,511",art,48,13.0,0.0,Les Machines de l'île / Arbre aux Hérons,1.0,1,3,1,12.53274343307192, France
1067,1801,9.90473677193656,9.903487552536127,127,art,30,11.0,0.0,On the Boards,1.0,1,2,1,13.436372336049693, WA
1068,1805,10.243916237796457,10.126631103850338,424,film_Video,29,19.0,0.0,Rachel Lears and Robin Blotnick,1.0,1,3,4,14.141288672902773, NY
1069,1806,13.373817573695009,11.184421397998193,"2,116",design,30,9.0,0.0,Ministry of Supply,1.0,1,2,2,13.410750701107972, MA
1070,1816,11.050548042149005,10.515966830028619,412,music,30,10.0,0.0,Soundbops,1.0,1,2,0,13.29061981587345, UK
1071,1818,13.49276626051606,11.512925464970229,"1,377",food,28,8.0,0.0,Suvie,1.0,1,2,1,11.973093381793852, MA
1072,1819,9.95551058060328,9.615805480084347,295,film_Video,29,19.0,0.0,Eric Juhola,1.0,1,2,3,15.9166075437284, NY
1073,1823,8.721804476184253,8.717786792997641,110,film_Video,30,5.0,0.0,Lon-art,1.0,1,2,3,15.837971611150978, UK
1074,1826,10.434901377307398,10.205811901724779,935,games,30,8.0,0.0,Gareth Damian Martin,1.0,1,2,1,15.837971611150978, UK
1075,1828,8.780633799494984,9.615805480084347,180,film_Video,29,18.0,0.0,Aeon,1.0,0,2,6,15.9166075437284, NY
1076,1836,9.621920081084202,10.900749791385406,74,film_Video,32,29.0,0.0,Urubu Films,1.0,0,2,2,14.575639054856664, France
1077,1838,11.029455571214093,10.126631103850338,"1,068",film_Video,29,12.0,0.0,Cavegirl Productions,1.0,1,2,2,13.30755248550697, DC
1078,1839,9.961284651262345,9.903487552536127,87,fashion,37,20.0,0.0,ARAMLEE,1.0,1,2,1,14.648708334886981, NY
1079,1841,4.836281906951478,9.903487552536127,5,technology,30,10.0,0.0,Francisca Harding,,0,3,3,14.141288672902773, NY
1080,1844,11.226522574016828,11.02679245379461,511,film_Video,46,26.0,0.0,diane estelle Vicari,1.0,1,2,0,15.194750847520005, CA
1081,1848,10.434901377307398,10.205811901724779,935,games,30,8.0,0.0,Gareth Damian Martin,,1,2,1,15.837971611150978, UK
1082,1854,12.12116813843973,10.126631103850338,"3,143",technology,30,8.0,0.0,Block Club Chicago,1.0,1,2,1,14.816343153421665, IL
1083,1856,9.026056891868688,8.922658299524402,102,art,31,7.0,0.0,Visual AIDS,1.0,1,2,2,15.9166075437284, NY
1084,1859,10.025395402769462,9.903487552536127,371,publishing,29,13.0,0.0,Big Class,1.0,1,2,2,12.87291948429548, LA
1085,1861,10.049274784602108,9.903487552536127,228,film_Video,30,13.0,0.0,Jason Merrin,1.0,1,2,0,11.5647491186924, CA
1086,1868,11.82826890961319,9.210340371976184,535,comics,30,15.0,0.0,Thornwillow,1.0,1,2,1,10.250263664295613, NY
1087,1871,10.361956158466594,10.308952660644293,497,art,48,15.0,0.0,Fearless Collective,1.0,1,2,1,13.381698443093757, Sri Lanka
1089,1875,9.284519770150434,8.987196820661973,205,theater,30,7.0,0.0,Dani Tirrell,1.0,1,2,1,13.436372336049693, WA
1090,1885,9.541605503698365,9.1942109900463,534,film_Video,28,9.0,0.0,404 Ink,1.0,1,1,2,13.049771178961905, UK
1091,1886,10.166582319352566,9.903487552536127,200,film_Video,31,11.0,0.0,Pi Ware,1.0,1,1,2,15.194750847520005, CA
1092,1890,10.882151963968344,10.308952660644293,"1,045",games,30,10.0,0.0,Meredith Gran,1.0,1,1,0,14.264955549209741, PA
1093,1897,12.184302383710204,11.002099841204238,"2,718",film_Video,30,17.0,0.0,Steve Ahn,1.0,1,1,2,15.194750847520005, CA
1094,1905,10.331561803505151,9.903487552536127,662,publishing,32,15.0,0.0,Porter Fox,1.0,1,1,5,14.648708334886981, NY
1095,1911,10.670465881223274,10.46310334047155,270,film_Video,29,15.0,0.0,Lise Friedman and Maia Wechsler,1.0,1,1,1,15.9166075437284, NY
1096,1913,11.878856623671759,11.805576422042591,182,fashion,34,14.0,0.0,Mexiuan,1.0,1,1,4,16.324637595040688, Mexico
1097,1923,12.452389607250788,9.95227771670556,"2,846",games,29,4.0,0.0,Jordan Draper,1.0,1,1,5,12.168744540264175, UT
1098,1925,11.492794183673238,10.714417768752456,"2,394",comics,34,17.0,0.0,Megan Lavey-Heaton,1.0,1,1,6,9.104868739033948, PA
1099,1928,11.79467869652768,10.791378809888585,"1,885",technology,33,15.0,0.0,Papier Machine,1.0,1,1,1,14.575639054856664, France
1100,1947,8.680128034410002,8.648221453822641,92,fashion,43,10.0,0.0,Lise Bjørne Linnert,1.0,1,12,2,14.093902611508963, Mexico
1101,1954,9.652137409331738,9.615805480084347,399,comics,30,7.0,0.0,Eleanor Morrison,1.0,1,12,1,15.194750847520005, CA
1102,1956,10.123596102890742,8.794824928014517,286,design,33,7.0,0.0,Takva Co.,1.0,1,12,2,15.936165897399452, Japan
1103,1957,13.007261367085539,11.719939634354555,"1,836",technology,30,12.0,0.0,Those,1.0,1,3,1,15.837971611150978, UK
1104,1959,11.002349809959446,9.903487552536127,569,design,59,10.0,0.0,Magical Microbes,1.0,1,11,0,14.151849928616338, CA
1105,1967,10.334444953405228,8.031060180240619,838,photography,30,6.0,0.0,Sam Cornwell,,1,4,1,11.655032481595057, UK
