index,page_name,likes_at_posting,followers_at_posting,type,likes,comments,shares,post_views,entities_identified,post_sponsored,post_age,page_age,positive_reactions,negative_reactions,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10
2094,GoFundMe,1676235,1737939,link,352,163,54,600,"CARDINAL,PERSON",0,624,4545,248,0,9.028848544993215e-05,1.5843104561757816e-05,7.380969729397466e-05,5.3143978134569335e-05,0.2254997342824936,0.5078595876693726,6.478004471804266e-05,1.3606469147484863e-05,6.984557461553658e-05,2.9930876071957986e-05,0.21813850104808807
2095,Kickstarter,1612880,1606990,link,30,16,3,34,"ORG,MONEY,DATE",0,624,4839,2,2,2.301254608319379e-05,6.079541522671307e-05,0.42190590500831604,6.59645366992362e-05,3.2702876116063486e-05,0.21293993294239044,0.304537296295166,1.7839361772438927e-05,3.205614402349855e-05,7.95586270967321e-05,2.0052302730606524e-05
2096,Kickstarter,1612903,1606988,video,17,12,2,3958,ORG,0,625,4839,0,2,6.511764993068502e-05,4.813935293998591e-05,0.664581835269928,2.5170794263656003e-05,8.30444709339557e-05,0.253580242395401,2.9394087789020218e-05,4.634534818803903e-05,1.9599252235515257e-05,8.452266383408114e-05,6.213859866631644e-05
2097,GoFundMe,1675654,1737332,link,201,61,11,258,"CARDINAL,NORP,PERSON,WORK_OF_ART,DATE",0,625,4545,57,0,0.08968127518892288,2.5044121641984625e-05,9.826914668889159e-05,8.990187699109215e-05,1.0849130851893872e-05,0.4495762288570404,7.476452392686845e-05,0.40477779507637024,1.2201112564844192e-05,8.357216040921935e-05,6.75015001293398e-05
2098,Indiegogo,579785,588914,video,13,2,2,906,DATE,0,625,5303,0,0,0.2473383992910385,0.013001367449760437,0.013000832870602608,0.012999997474253178,0.012999997474253178,0.012999997474253178,0.15583324432373047,0.012999997474253178,0.4928261339664459,0.012999997474253178,0.012999997474253178
2099,Indiegogo,579785,588914,video,13,2,5,2745,ORG,0,625,5303,0,0,0.22182950377464294,0.12406746298074722,0.37799781560897827,0.19144336879253387,3.2241749994678644e-05,4.079994334856394e-05,4.7698984006385004e-05,0.054346714168787,5.230907417754932e-05,2.409036007017338e-05,7.885462934499466e-05
2100,Indiegogo,579785,588914,photo,75,14,11,80,"ORG,TIME,PRODUCT",0,626,5303,5,0,0.24675630033016205,0.3912395238876343,0.12469637393951416,0.09362263977527618,6.017761657058334e-05,8.600929370591885e-05,4.636525638423661e-05,7.745100181558119e-05,6.995421420909529e-05,5.758743550388247e-05,0.09818480908870697
2101,Indiegogo,579785,588914,video,14,2,3,2057,CARDINAL,0,626,5303,2,0,9.75906472867185e-05,0.8464445471763611,9.172558576712462e-05,3.826637013626024e-05,6.139270173542435e-05,2.2168880020009414e-05,3.747951967202205e-05,9.927091525174099e-05,0.11635281145572662,4.4495890230957866e-05,9.156476205462553e-05
2102,GoFundMe,1675174,1736829,photo,109,65,9,142,"MONEY,DATE,GPE",0,626,4545,29,4,2.9716013818855522e-05,1.0764308054934813e-05,5.2192108518263966e-05,0.17542965710163116,3.854984498252827e-05,0.314841091632843,7.864172551947236e-05,0.23085279762744904,0.23908141255378723,6.0616203062158583e-05,2.2951420098725464e-05
2103,GoFundMe,1675174,1736829,link,20,18,2,25,"CARDINAL,NORP,PERSON,MONEY,DATE,GPE",0,626,4545,5,0,0.2727276384830475,8.493193470283739e-05,7.610179549476142e-05,5.991096922425728e-05,3.589759973403874e-05,0.3294219970703125,6.617044406838936e-05,0.3493427038192749,1.6504094819529646e-05,9.149886538581528e-05,6.662762222096373e-05
2104,GoFundMe,1675174,1736829,link,41,22,3,49,"CARDINAL,GPE",0,626,4545,8,0,3.6194128891442034e-05,7.966119109046568e-05,4.092281791932943e-05,8.522047375953887e-05,9.496177436244823e-05,0.18294617533683777,8.91085854926216e-05,0.6414245963096619,0.13925448060035706,1.6301369517927872e-05,5.034242053544038e-05
2105,Indiegogo,579730,588741,video,7,1,0,9,PERSON,0,626,5303,2,0,0.16755305230617523,2.8328880206831593e-05,7.006109491854539e-05,4.6660721690309805e-05,0.3458758294582367,5.545430796655076e-05,0.371567040681839,1.4883583653793535e-05,3.271828275513007e-05,3.425116316530789e-05,0.08147815614938736
2106,Indiegogo,579730,588741,video,10,1,2,529,"CARDINAL,ORG,DATE,GPE",0,626,5303,0,0,9.582820575091485e-05,5.052972978966781e-05,5.7970769148836665e-05,1.649419600544249e-05,7.683922106294211e-05,7.571498920380151e-05,6.297883760066497e-05,7.809672579342617e-05,0.9837597608566284,8.837344739721256e-05,2.283266380142793e-05
2107,GoFundMe,1675174,1736829,video,96,33,7,8911,"CARDINAL,DATE",0,626,4545,28,1,0.018184099346399307,0.018184099346399307,0.018184099346399307,0.018184099346399307,0.018184099346399307,0.018184099346399307,0.018184099346399307,0.018184632062911987,0.8181585073471069,0.018184099346399307,0.018184099346399307
2108,Indiegogo,579730,588741,link,7,2,0,8,ORG,0,626,5303,1,0,4.9755112803647574e-05,2.2477355293908994e-05,0.12527592480182648,2.5197871113667375e-05,7.46161880689296e-05,5.0703630010815346e-05,0.4349108934402466,9.251040675339367e-05,0.4034242630004883,1.7627330437231748e-05,6.361635564413622e-05
2109,Kickstarter,1612906,1606967,video,23,10,3,21764,CARDINAL,0,626,4839,3,2,0.011366295628249645,0.4314318895339966,0.011365212500095367,0.01136608887463808,0.011365309357643127,0.011365259997546673,0.011365317739546299,0.011366060003638268,0.466277152299881,0.011365899816155434,0.01136550959199667
2110,Indiegogo,579730,588741,video,12,6,2,13,"ORG,PRODUCT",0,626,5303,1,0,0.26495179533958435,0.27138519287109375,6.456914344998808e-05,7.275201664438422e-05,5.854026297603666e-05,7.734165521090967e-05,0.32964086532592773,6.626329544828759e-05,2.8004765627360635e-05,2.4917004677334534e-05,0.10855940729379654
2111,Indiegogo,579667,588591,video,1,0,1,1131,"CARDINAL,DATE,ORG",0,627,5303,1,0,7.262357701343355e-05,5.778870125024909e-05,2.1356220134795297e-05,9.525940013532726e-05,1.9976953420379308e-05,8.027340889129015e-05,3.893146802070617e-05,4.757034732538598e-05,0.9843217134475708,5.023533266296731e-05,2.2657579772246078e-05
2112,Indiegogo,579667,588591,video,22,1,1,2495,ORG,0,627,5303,1,0,0.13715824484825134,0.1413927525281906,9.085850707198049e-05,6.876747772069276e-05,5.15572528289711e-05,2.6984003144856416e-05,8.052012249294956e-05,2.7736314276315143e-05,0.6786276698112488,6.40325365755458e-05,8.299775292096741e-05
2113,Indiegogo,579667,588591,video,24,4,10,3153,ORG,0,628,5303,3,0,0.010106105357408524,0.4382409155368805,0.010104760527610779,0.010105179622769356,0.010106666013598442,0.010104930959641933,0.3544009327888489,0.010104883462190628,0.1265159249305725,0.010104911401867867,0.010104797780513763
2114,Indiegogo,579617,588429,video,15,10,1,1165,"ORG,FAC,LOC,DATE",0,628,5303,0,0,0.044344447553157806,0.05341488495469093,3.169122036008656e-05,9.18190988672907e-05,5.367093633321014e-05,9.425117945243005e-05,6.792239303579913e-05,0.6958955526351929,4.590308808942466e-05,4.9949601266150827e-05,0.17451629042625427
2115,GoFundMe,1674597,1736187,photo,89,41,5,116,"CARDINAL,PERSON,WORK_OF_ART,MONEY,DATE,GPE",0,628,4545,23,4,6.358101238858002e-05,6.138568054250959e-05,0.1578204184770584,0.36576536297798157,0.09325812011957169,0.18246878683567047,7.959074019843102e-05,5.897056704183074e-05,1.4207062985124923e-05,0.12326724827289581,0.06604614108800888
2116,Indiegogo,579592,588309,video,16,4,5,3564,"ORG,PRODUCT",0,629,5303,1,1,2.3459237399458863e-05,8.692904178312906e-05,9.731972914111712e-05,0.48055827617645264,0.08825455605983734,1.5982811855503245e-05,0.291983038187027,0.09675633907318115,5.2592522510732714e-05,5.1594595916562306e-05,2.9735380386412987e-05
2117,Kickstarter,1613047,1607053,photo,9,18,1,18,,0,629,4839,1,4,0.03030954860150814,0.03031008318066597,0.03030954860150814,0.030312994495034218,0.03030954860150814,0.6968992352485657,0.03030954860150814,0.03030954860150814,0.030310804024338722,0.03030954860150814,0.03030954860150814
2118,Indiegogo,579592,588309,video,20,2,3,2827,"ORG,FAC,LOC,DATE",0,629,5303,3,0,7.167799235158061e-05,5.662831880475981e-05,1.2820337816793611e-05,3.950661817608336e-05,8.616294712037927e-05,8.800959268140821e-05,8.161617175002952e-05,0.7183136343955994,3.099594930213542e-05,7.341606965434455e-05,0.23621922731399536
2119,GoFundMe,1674952,1736496,link,129,67,13,186,"PERSON,GPE",0,629,4545,57,0,9.807500379924282e-05,1.5024307284490425e-05,8.472579252445805e-05,0.4991355240345001,9.913976324667383e-05,0.45539888739585876,7.865815578550093e-05,7.884740915936798e-05,6.201952742388494e-05,1.7164915164996682e-05,2.087335739988119e-05
2121,Indiegogo,579592,588309,photo,10,4,1,11,"ORG,CARDINAL,PERCENT,PERSON,MONEY,DATE",0,629,5303,0,1,0.08622431755065918,5.887949005158149e-05,0.12005708366632462,6.301900855073742e-05,5.004918221726339e-05,7.808913892254109e-05,0.25729042291641235,9.530335072302735e-05,0.18387676775455475,0.3385569751262665,1.54698277445914e-05
2122,Indiegogo,579592,588309,video,15,3,2,2035,,0,629,5303,4,1,8.319709136105446e-05,8.214393436788553e-05,0.2575526535511017,5.7478570403144715e-05,5.575479896437024e-05,0.09096184372901917,0.2577586770057678,0.3406248688697815,9.834092112693323e-05,8.668407351034264e-05,6.596606632953324e-05
2123,Indiegogo,579592,588309,video,20,5,3,1864,ORG,0,630,5303,0,1,3.846423758405149e-05,0.3824780285358429,0.09750661998987198,7.944233888512577e-05,6.192869983824136e-05,4.983894417551799e-05,0.18100231885910034,2.0026675483903717e-05,7.065365479055891e-05,0.29003459215164185,8.797975607228649e-05
2124,GoFundMe,1674952,1736496,photo,121,123,42,295,"ORG,CARDINAL,DATE,PERCENT,PERSON",0,630,4545,65,109,5.596549966921526e-05,0.08577045053243637,3.279505584843441e-05,9.0112621865254e-05,6.177848574727356e-05,0.504740834236145,9.83993372863765e-05,0.2192685604095459,0.165727898478508,9.69796736517474e-05,5.6534197310500096e-05
2125,Indiegogo,579572,588242,video,4,8,5,1131,"CARDINAL,DATE,ORG",0,630,5303,3,1,7.316224316641635e-05,2.3940343089512913e-05,4.5806112448619116e-05,5.914603344313087e-05,6.328581660511334e-05,5.5247906782939306e-05,9.636050519086048e-05,1.9648597922140604e-05,0.9806523323059082,1.0152715983943744e-05,8.366615876271712e-05
2128,Indiegogo,579572,588242,video,11,9,1,12,DATE,0,630,5303,0,1,0.15867677330970764,0.5043277740478516,8.916553317028423e-05,8.707802828962643e-05,4.050756475890696e-05,4.047032453943027e-05,2.3686825394943017e-05,3.23356250416372e-05,0.2884846329689026,5.9527929396759424e-05,4.4843017459121304e-05
2129,GoFundMe,1674328,1735843,link,32,27,5,47,"ORG,PERSON",0,630,4545,7,8,3.805437966687929e-05,5.3853717674329735e-05,5.71914113993527e-05,4.1941229892161206e-05,0.7352558970451355,0.22577066719532013,4.982729059219117e-05,4.2045192519768066e-05,4.484307034329725e-05,3.527230955377108e-05,4.214768420954116e-05
2130,GoFundMe,1674328,1735843,link,29,27,6,47,"ORG,PERSON,DATE,GPE",0,630,4545,18,0,0.3206669092178345,5.322317622064595e-05,3.863828698440521e-05,5.954662313331148e-05,7.824958966246591e-05,0.45811980962753296,9.987236018794762e-05,0.10392526537179947,4.9603226756874114e-05,0.07483644038438797,4.6841029605222314e-05
2131,Indiegogo,579572,588242,video,31,8,2,3938,,0,631,5303,0,1,0.2764168977737427,1.251559317018571e-05,0.46737951040267944,6.74669499315152e-05,6.452800814545195e-05,8.183803767920288e-05,9.365191342864104e-05,3.0447595642443343e-05,0.19007176160812378,7.752870420946076e-05,4.5198562507296584e-05
2132,Indiegogo,579571,588206,video,22,5,10,2473,"ORG,TIME",0,631,5303,3,1,3.810042680090666e-05,0.4729019105434418,0.09199551492929459,5.758869814375171e-05,2.112830982755275e-05,0.17039081454277039,0.24112741649150848,6.0058464311824415e-05,7.435822392624114e-05,1.935860293345399e-05,2.2459214417503917e-05
2133,GoFundMe,1673751,1735246,link,35,26,4,47,"CARDINAL,WORK_OF_ART,MONEY,PERSON,GPE",0,631,4545,12,0,8.523640476312283e-05,9.766350834814712e-05,0.1636713296175003,9.190129992853414e-05,7.421073413015647e-05,1.2496617843246044e-05,4.973354621552575e-05,6.640644411736581e-05,0.47573667764663696,0.29993364214897156,2.0015551484852824e-05
2134,Indiegogo,579571,588206,video,4,7,3,1157,"ORG,PRODUCT",0,631,5303,0,1,5.921773016693504e-05,0.4368400275707245,7.16285234439081e-05,0.25038841366767883,1.5290242412890838e-05,2.354341004265898e-05,2.4069846212250312e-05,5.3894373125480826e-05,2.895054410660905e-05,0.05077791586518288,0.23430883884429932
2135,GoFundMe,1673751,1735246,video,43,76,49,17771,"CARDINAL,PERSON,TIME,DATE,QUANTITY,PRODUCT",0,631,4545,105,59,0.04846803843975067,8.385819766619034e-05,4.840993381993807e-05,1.1453866943720887e-05,0.2233036905527115,0.18598882853984833,7.381374125338346e-05,0.1487879902124405,2.850829036770924e-05,0.2634733021259308,0.1226353719830513
2137,Indiegogo,579571,588206,video,10,7,2,2724,,0,632,5303,2,1,0.015153446234762669,0.01515327487140894,0.01515327487140894,0.01515384390950203,0.015153806656599045,0.015154421329498291,0.01515327487140894,0.015153594315052032,0.01515351701527834,0.01515368465334177,0.8484638333320618
2139,Indiegogo,579555,588154,video,12,4,2,1745,"ORG,PERSON,CARDINAL",0,632,5303,1,1,5.585694335127395e-05,9.641748851001214e-05,3.1328254196589934e-05,8.482877700470985e-05,4.316737895805249e-05,9.229022253577244e-05,1.478193422536316e-05,7.374485015376752e-05,7.961817774903445e-05,0.9675236344337463,8.837772363402992e-05
2140,Indiegogo,579555,588154,video,1,1,1,3,"ORG,PERSON",0,632,5303,1,1,1.4859802599485693e-05,3.592866318028254e-05,3.3250520015372026e-05,5.505358947577799e-05,5.727449932565649e-05,9.00980881307671e-05,4.961430139744075e-05,7.777751544020886e-05,1.2056920047963469e-05,0.9650250673294067,2.8307715398636745e-05
2141,Indiegogo,579555,588154,link,21,1,0,22,"CARDINAL,ORDINAL,DATE,GPE",0,632,5303,0,1,0.054800309240818024,0.23497477173805237,6.283071458264012e-05,8.637928671776203e-05,2.9320147797509444e-05,8.901516096268157e-05,0.38920584321022034,0.1533612459897995,8.295996218526366e-05,8.096315340301954e-05,0.14491325616836548
2142,Indiegogo,579555,588154,video,34,4,14,4579,"ORG,PRODUCT",0,632,5303,7,1,4.987984255542151e-05,0.5841572880744934,2.916490114086704e-05,7.17116609147777e-05,9.237971671522396e-05,5.8191538282802276e-05,3.267007829560581e-05,8.005025412213506e-05,8.020679067645633e-05,1.474956753879602e-05,0.36126628518104553
2143,Kickstarter,1613133,1607087,link,24,15,2,31,"CARDINAL,MONEY,DATE",0,632,4839,4,3,1.4126164559273983e-05,0.09727401286363602,0.19979605078697205,1.0858084114458125e-05,2.7310635858269786e-05,0.17879223823547363,0.4986684322357178,8.30634247748849e-05,8.092166312806648e-05,6.937972826298472e-05,7.136807217998582e-05
2144,GoFundMe,1672989,1734457,link,221,83,46,293,"ORG,DATE,NORP,PERSON,GPE",0,632,4545,72,0,0.26055434346199036,0.277605265378952,1.3912502582979179e-05,2.8983341540647574e-05,3.483920870546015e-05,0.41635608673095703,8.326330983476814e-05,1.8142699657390336e-05,2.5491665844444363e-05,8.527223428048688e-05,2.1594670123512477e-05
2145,Indiegogo,579555,588154,video,169,30,43,21351,ORDINAL,0,633,5303,31,1,0.9431666135787964,7.549772172665759e-05,9.272172287511046e-05,4.08859924137211e-05,4.115758065541024e-05,9.145611913909438e-05,7.130333719570759e-05,1.0646698397001519e-05,3.894159996921368e-05,3.429323500570037e-05,8.083744429561249e-05
2146,GoFundMe,1672932,1734365,link,24,32,1,32,"CARDINAL,DATE,ORG",0,633,4545,1,0,0.11812638491392136,9.290961360964771e-05,7.507884792331562e-05,0.2856411337852478,7.759914533261273e-05,0.3407478928565979,7.889103093267522e-05,8.265211103016645e-05,0.22011636197566986,4.827198784101361e-05,7.047068717423605e-05
2147,Indiegogo,579561,588101,video,13,3,6,2503,PRODUCT,0,633,5303,2,1,2.6168948645722263e-05,0.2691625952720642,8.344473239373544e-05,0.4423362612724304,5.8183563621831e-05,9.87707947216528e-05,5.6648590979032716e-05,0.25543156266212463,9.497456012111731e-05,1.2004883931462072e-05,2.884670842146285e-05
2148,GoFundMe,1672932,1734365,photo,279,90,29,539,"CARDINAL,PERSON",0,633,4545,247,13,5.588996710271902e-05,9.220713776385847e-05,4.667991032886272e-05,0.3666323125362396,3.1711262436831024e-05,0.43553435802459717,8.283544722957293e-05,4.8861249329125825e-05,0.04235389828681946,0.10404668003320694,0.03537898510694504
2150,GoFundMe,1672932,1734365,video,34,88,21,247734,"ORG,PERSON",0,633,4545,20,41,2.6721019145541886e-05,3.0857700011831533e-05,2.773071839195624e-05,2.0860891761725214e-05,0.3292304575443268,0.18912331759929657,1.5608610805647682e-05,6.350309603168177e-05,0.4022109806537628,0.05174810066819191,4.8810780772941046e-05
2151,Indiegogo,579561,588101,video,10,6,4,1732,"ORG,DATE,ORDINAL",0,633,5303,0,0,2.8840642655895027e-05,3.725741674487952e-05,0.2518235445022583,1.0403179456205906e-05,9.876901140058203e-05,6.803801062157884e-05,0.11340469866991043,0.4985625445842743,0.10436969995498657,7.470748663568179e-05,7.639157348510189e-05
2152,Indiegogo,579561,588101,photo,4,2,0,4,"ORG,TIME,DATE",0,633,5303,0,0,7.997231957510028e-05,3.6178854326629383e-05,9.237164740522104e-05,3.325520494509955e-05,3.7591674218535385e-05,7.742762807491933e-05,0.3819846212863922,7.72449595151355e-05,4.340254731899481e-05,0.0873619094491005,0.47467806935310364
2153,GoFundMe,1672932,1734365,photo,22,19,3,27,NORP,0,633,4545,0,5,3.1404600506469e-05,2.11162948221371e-05,2.3307439253097178e-05,1.316053052525322e-05,0.10024156421422958,0.7305876016616821,4.7675359419713996e-05,0.10300195962190628,1.8220999479367635e-05,2.723380540656303e-05,1.947991381173877e-05
2154,Indiegogo,579561,588101,video,35,4,8,5440,PRODUCT,0,634,5303,0,0,9.895360588431701e-05,0.2898869216442108,1.3068730732077011e-05,5.7382285343816955e-05,2.8163530938264133e-05,8.855162925959972e-05,0.6808788776397705,6.436530137674234e-05,7.556854032811082e-05,7.375071065491567e-05,8.890699420442065e-05
2155,Indiegogo,579529,588035,video,0,1,1,1110,"ORG,NORP,ORDINAL,PRODUCT",0,634,5303,0,0,2.748125507112937e-05,9.916819168770297e-05,7.187450887133177e-05,8.430305111052264e-05,4.6986495345249357e-05,7.711728376469105e-05,7.669013909247103e-05,0.36597734689712524,5.6049567040421316e-05,4.1257986459316686e-05,0.6012810468673706
2156,Indiegogo,579529,588035,video,8,3,1,2043,"ORG,PERSON",0,634,5303,1,0,8.908257658913528e-05,8.420396927810535e-05,7.775427298649342e-05,0.3946326971054077,1.2362660729383547e-05,6.425627500513717e-05,0.12305805832147598,0.4394949674606323,4.6090891843207616e-05,7.826114685556199e-05,5.585864273582609e-05
2158,Indiegogo,579490,587916,link,8,0,1,8,"CARDINAL,TIME,ORG,PRODUCT",0,636,5303,0,0,0.4654330611228943,0.3859803378582001,9.332927430526378e-05,0.1122141033411026,9.687320686699058e-05,5.7813982586068584e-05,6.412066412334291e-05,8.768077122773551e-05,3.811587139713397e-05,1.0638685819066199e-05,6.439178609229587e-05
2159,Kickstarter,1613372,1607230,video,39,7,8,14185,"WORK_OF_ART,PERSON",0,636,4839,6,2,0.4376573860645294,0.234612837433815,4.37897227674345e-05,1.3332165187196292e-05,2.5161852479781222e-05,5.8280299902758285e-05,3.362594639860726e-05,8.846784637745284e-05,0.28222939372062683,5.391065300825807e-05,7.488457505380572e-05
2160,Indiegogo,579490,587916,video,16,7,4,4647,"ORG,TIME,PRODUCT",0,636,5303,2,2,0.9465094208717346,8.54952680893455e-05,6.163471843709187e-05,8.82086901009747e-05,3.70913402642963e-05,5.89383960351998e-05,5.219698306918026e-05,8.682616551986588e-05,8.74205505015855e-05,4.749261082658883e-05,1.1349122695349827e-05
2161,Indiegogo,579490,587916,video,7,3,0,7,"ORG,TIME",0,636,5303,0,0,0.9465094208717346,9.13374475086047e-05,7.428417142907968e-05,2.1748679511590126e-05,9.349551889702868e-05,2.1170285076974385e-05,5.2814261496272396e-05,6.325599034662168e-05,7.212874920836898e-05,7.325945576849423e-05,7.247776757954691e-05
2162,GoFundMe,1672271,1733623,video,25,92,44,235157,"ORG,CARDINAL,DATE,LOC,TIME,PERSON",0,636,4545,62,25,2.0367722713582383e-05,3.48584292842693e-05,3.9724929295196446e-05,2.811257659431993e-05,7.685968032962695e-05,0.17220886051654816,4.437614691264199e-05,0.08865297585725784,5.8594038493784415e-05,0.7111513614654541,2.9580252831982602e-05
2163,Indiegogo,579497,587880,video,34,1,2,4656,ORG,0,637,5303,2,0,0.4279450476169586,0.44217756390571594,0.07789392024278641,7.21669500574043e-05,4.211392448170938e-05,2.0600882936441786e-05,6.380645714245642e-05,9.400401213692847e-05,5.355542598923865e-05,6.886247609736766e-05,3.9499715750754254e-05
2164,Indiegogo,579497,587880,photo,3,0,0,3,"ORG,TIME,DATE",0,637,5303,0,0,1.4407036772625444e-05,5.629525138028377e-05,5.804287928600196e-05,4.108736798276858e-05,9.068522467657891e-05,7.718444299674868e-05,0.374703973531723,1.7291860704964136e-05,3.9705164797261036e-05,9.879003604149254e-05,0.5571039915084839
2165,GoFundMe,1671669,1732985,link,33,95,13,95,"CARDINAL,DATE,GPE",0,637,4545,8,6,0.27565327286720276,8.158370746968821e-05,3.854464605739908e-05,3.1204071769368316e-05,0.11216994374990463,0.5758017301559448,2.441263845933623e-05,7.370408769561597e-05,1.620742633501936e-05,5.023477957798969e-05,3.731148798508964e-05
2166,Indiegogo,579497,587880,video,4,2,1,1156,"ORG,PRODUCT",0,637,5303,0,0,4.629350234980829e-05,0.9604689478874207,8.895339507928416e-05,1.3319680655360808e-05,8.894119780952626e-05,7.706062392299348e-05,2.6773490779931786e-05,4.432627346490087e-05,2.4566575116127866e-05,5.358374304633596e-05,6.607060881700286e-05
2167,GoFundMe,1671669,1732985,link,24,25,5,29,"CARDINAL,MONEY,DATE",0,637,4545,5,0,1.703390504069935e-05,9.673729142366847e-05,2.294828016822587e-05,0.5674422979354858,0.10574249178171158,0.29044342041015625,7.922639933309966e-05,2.36137305021429e-05,8.74723047924803e-05,4.7780293267851355e-05,2.007028728896752e-05
2168,Kickstarter,1613434,1607270,link,14,8,0,17,"ORG,DATE",0,637,4839,1,2,0.29601797461509705,0.11143242567777634,5.738143177909986e-05,0.2859250009059906,3.2808999357694635e-05,0.24873507022857666,2.7579554392999744e-05,3.3715521215489874e-05,1.672032368128615e-05,5.978491925320642e-05,8.441871047513599e-05
2170,Indiegogo,579497,587880,video,9,4,2,1996,"ORG,PERSON,PRODUCT",0,638,5303,0,0,0.21283778548240662,0.758934497833252,9.569700426677682e-05,7.781861173262455e-05,8.711222465077822e-05,4.9784613270896756e-05,8.335491965094413e-05,9.64959663439566e-05,9.67609154018199e-05,2.5158745147162457e-05,4.676950617012777e-05
2171,GoFundMe,1671049,1732331,link,31,57,7,57,"PERSON,DATE,ORDINAL",0,638,4545,18,6,6.777232282959597e-05,1.951947615337778e-05,9.368230497330578e-05,1.1771013454495662e-05,0.4081735610961914,4.453373887709851e-05,8.348821714280364e-05,3.888378109207283e-05,3.129568661947936e-05,0.38115519285202026,0.16518643498420715
2173,GoFundMe,1671049,1732331,photo,159,44,35,214,"CARDINAL,ORG,DATE,MONEY,PERSON",0,638,4545,54,1,0.2227221131324768,0.05488615110516548,6.13591494966303e-05,0.24149012565612793,0.2754579186439514,0.1298833191394806,2.245306543790074e-05,8.643408334331767e-05,0.06218278780579567,7.490461747801525e-05,9.158568745744092e-05
2174,Indiegogo,579516,587859,video,0,1,1,1,"ORG,CARDINAL",0,638,5303,0,0,8.10209943453383e-05,7.851440692799696e-05,1.741301281704608e-05,9.297012801239594e-05,6.153263918310615e-05,5.2084118149577834e-05,1.9117625157805528e-05,1.0207340320490788e-05,3.219506965721478e-05,0.967522382736206,1.262881084878734e-05
2175,Kickstarter,1613557,1607367,video,68,7,11,37749,"ORG,PERSON,PRODUCT",0,638,4839,11,1,2.9160898071771367e-05,0.34553512930870056,1.3311762312572504e-05,0.11095698922872543,3.634563466499904e-05,9.28212917094036e-05,6.382718317065911e-05,0.1699916124343872,0.3310668468475342,4.180624445777767e-05,6.843533414911741e-05
2176,Indiegogo,579516,587859,video,6,3,5,1024,"ORG,LOC,ORDINAL,PERSON,GPE",0,638,5303,2,0,0.14698882400989532,7.539544736975994e-05,0.32990023493766785,4.8034065958021815e-05,1.598483109678086e-05,9.685163138354618e-05,3.0769191681270604e-05,0.48845791816711426,3.495454497598356e-05,1.3244191715054162e-05,1.6235989990071077e-05
2177,GoFundMe,1671049,1732331,video,48,113,14,7589,ORG,0,638,4545,15,1,0.4007251262664795,3.139906941602264e-05,5.316321117856612e-05,8.161592020898321e-05,0.16231295466423035,5.092878535069831e-05,3.1118320547231156e-05,1.9389770862589622e-05,2.8925919171050578e-05,0.37632617354393005,8.242597583280514e-05
2178,Kickstarter,1613557,1607367,link,29,76,2,76,DATE,0,638,4839,3,6,4.6028231719474657e-05,0.2144007533788681,7.010438864217788e-05,9.917148993484213e-05,8.198011577902005e-05,0.4674876630306244,8.981014150598957e-05,2.415527888144783e-05,0.2621258795261383,7.673443730669692e-05,7.437718280012001e-05
2179,Indiegogo,579516,587859,video,9,6,2,3948,,1,638,5303,4,0,1.3605708538100414e-05,0.21952442824840546,6.588219492560332e-05,0.3039112985134125,9.91372923870045e-05,7.445384664884772e-05,8.926303774583688e-05,9.074722944377315e-05,9.302614388778255e-05,0.43376651406288147,4.660664768421605e-05
2180,GoFundMe,1671049,1732331,link,356,101,35,711,"CARDINAL,LOC,PERSON",0,638,4545,322,33,8.295870487331273e-05,6.748814853630905e-05,2.241840554829849e-05,6.18095674183352e-05,1.758777849535262e-05,0.9350354075431824,5.518557519439544e-05,6.4104704664422e-05,3.2464996561836856e-05,9.341424111087982e-05,9.194694553158244e-05
2181,Indiegogo,579516,587859,video,32,5,10,3952,,0,638,5303,1,0,4.132236574693354e-05,0.9300635457038879,5.617533580846766e-05,2.8862627471271077e-05,1.7535624639082172e-05,6.504698100956072e-05,4.6323097607381836e-05,5.493730349842211e-05,1.165504099218104e-05,2.520240333790643e-05,1.7943606255038183e-05
2182,Indiegogo,579516,587859,video,17,7,4,2404,,0,638,5303,3,0,0.011367269791662693,0.30330538749694824,0.011367176659405231,0.011367176659405231,0.011367599479854107,0.011367176659405231,0.011367530561983585,0.011367234401404858,0.1363537758588791,0.011367176659405231,0.4694024920463562
2183,Indiegogo,579516,587859,video,7,3,1,7,"CARDINAL,ORG,PERSON,WORK_OF_ART,DATE",0,639,5303,0,0,0.2715410888195038,0.496430903673172,7.710939211801563e-05,3.047262191536651e-05,7.61074097502116e-05,8.121317199144491e-05,1.5016045631000423e-05,0.09633506089448929,9.826260249539201e-05,0.11211385577917099,1.3115016670291326e-05
2184,Indiegogo,579516,587859,video,11,6,10,2928,PRODUCT,0,639,5303,0,0,8.656642927100745e-05,0.20404109358787537,2.625057263860586e-05,0.7047781348228455,7.516697022387072e-05,6.843679053123453e-05,8.049180598102136e-05,4.7303736176702834e-05,0.05810685083270073,6.867140072429134e-05,4.083462644548031e-05
