index,page_name,likes_at_posting,followers_at_posting,type,likes,comments,shares,post_views,entities_identified,post_sponsored,post_age,page_age,positive_reactions,negative_reactions,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10
8144,Kickstarter,1566130,1536979,link,11,2,2,15,PERSON,0,1666,4839,3,1,6.588654552575697e-05,4.6883411164452716e-05,2.7514689141687164e-05,0.056551381945610046,0.09690164029598236,0.3685944974422455,0.09903232008218765,8.450942190341346e-05,6.194593352564276e-05,0.3551710546016693,3.335592083681249e-05
8145,GoFundMe,1257466,1237216,link,116,24,154,304,"ORG,CARDINAL,DATE,PERSON,GPE",0,1667,4545,25,163,5.2062708541133315e-05,3.8650829236644565e-05,7.364177237117675e-05,0.18341568112373352,0.5154337286949158,9.708917938140839e-05,9.737687982210615e-05,1.5149694112268707e-05,1.4991396040446266e-05,8.098458940408425e-05,0.25567638874053955
8146,Indiegogo,524651,525535,video,38,8,9,42,"CARDINAL,TIME,ORG,PRODUCT",0,1667,5303,2,2,0.14993277192115784,0.3180473744869232,8.672809078261504e-05,0.3711909353733063,9.836741494962813e-05,7.918688293162673e-05,0.1099981740117073,6.990837029608837e-05,7.82881629725907e-05,2.8235427372441882e-05,0.034773290157318115
8147,GoFundMe,1256877,1236644,link,56,8,8,63,"CARDINAL,DATE,EVENT,TIME,PERSON",0,1667,4545,7,0,0.18499107658863068,3.255125506521082e-05,9.270872697827134e-05,3.724105527081167e-05,0.10836293548345566,0.3844720423221588,0.19582287967205048,0.10535266995429993,5.3147339210087514e-05,8.810505042626264e-05,3.344181125563158e-05
8148,GoFundMe,1256877,1236644,link,61,8,10,98,"CARDINAL,EVENT,LOC,PERSON,TIME,DATE,GPE",0,1667,4545,19,18,9.225589913432177e-05,8.40564400778767e-05,8.656961666021533e-05,1.5486993625016433e-05,0.5447438955307007,0.340707391500473,3.716595971158161e-05,6.29842663751716e-05,0.08544398844242096,2.600162642360782e-05,8.056365314299621e-05
8149,GoFundMe,1256877,1236644,video,115,30,1,17622,"DATE,PERSON,EVENT",0,1667,4545,50,0,1.6201604885941116e-05,3.7270241120880776e-05,0.1547193080186844,0.21533571183681488,0.5779627561569214,4.96377423092681e-05,2.848163961670048e-05,4.196971167173575e-05,2.0160165249056596e-05,2.5376260593302005e-05,8.219525454632992e-05
8150,Kickstarter,1565834,1536691,link,14,3,1,16,"PERSON,DATE",0,1667,4839,2,0,7.843025795100685e-05,9.41412327601921e-05,0.38622868061065674,8.018209745444778e-05,0.23950700461864471,0.11116234213113785,6.908600215556787e-05,0.09068658202886581,9.740553803447562e-05,0.1505819708108902,7.165337084104475e-05
8151,Indiegogo,524651,525535,video,68,6,22,8627,"CARDINAL,PERSON",0,1667,5303,7,0,3.0560874253542965e-05,2.4370516178774635e-05,0.16713640093803406,9.92014039011319e-05,9.935676655576906e-05,8.683236025740991e-05,0.11724258214235306,2.1468064533958925e-05,0.20444904267787933,5.776497539808816e-05,0.4533044695854187
8152,Kickstarter,1565834,1536691,link,12,6,3,13,"CARDINAL,ORG,PERSON,WORK_OF_ART,DATE",0,1667,4839,1,0,1.153881314488172e-05,2.0140168080987883e-05,0.1548473984003067,0.08172039687633514,1.9888469787426405e-05,8.84371211264107e-05,5.7229358570856245e-05,1.057684624137831e-05,0.3669643998146057,0.3629375398159027,8.658601927656227e-05
8153,Indiegogo,524576,525463,video,31,11,5,34,"ORG,WORK_OF_ART,PERSON,PRODUCT",0,1668,5303,3,0,4.831898917436249e-05,0.5833806991577148,0.1280146837234497,0.05571402609348297,6.901480072422237e-05,6.509276739816803e-05,0.10074589401483536,1.9828674636354892e-05,0.10734065622091293,4.708876877269453e-05,3.1710124955007516e-05
8154,Kickstarter,1565631,1536494,link,3,2,0,4,"ORG,PERSON,WORK_OF_ART,DATE,GPE",0,1668,4839,1,0,0.12751418352127075,3.9408904225428304e-05,0.21310584247112274,5.2388587848702754e-05,0.06104714795947075,0.10524649173021317,0.21977069973945618,2.874599211066616e-05,0.25814902782440186,1.2634038468065445e-05,1.2986240143979234e-05
8155,Kickstarter,1565631,1536494,link,12,6,1,15,"PERSON,ORDINAL",0,1668,4839,3,0,2.8949319910596667e-05,5.614032198256939e-05,8.531569367279189e-05,9.59976541925295e-05,0.5462190508842468,7.916995284706503e-05,6.937678003622109e-05,0.16474030911922455,0.2462386190891266,8.831353456737526e-05,7.97711203348793e-05
8156,Indiegogo,524576,525463,video,27,5,10,29,"ORG,CARDINAL",0,1668,5303,2,0,0.07260556519031525,0.4625489115715027,9.248090818952044e-05,5.286907251433191e-05,8.863136279438077e-05,3.315082330693408e-05,7.006151996703256e-05,0.1763787418603897,0.2460189312696457,3.951435572098919e-05,2.057325084276539e-05
8157,Kickstarter,1565631,1536494,video,294,15,34,39876,"CARDINAL,ORG,GPE",0,1668,4839,33,0,0.17427058517932892,0.16308090090751648,0.0909055843949318,9.225851117166906e-05,0.11864253878593445,1.0989929132856061e-05,0.22930990159511566,4.192809918699381e-05,9.519706581070097e-05,0.1012583076953888,0.09219099581241608
8158,Indiegogo,524576,525463,link,15,9,2,16,"ORG,DATE,CARDINAL",0,1668,5303,0,1,7.173979912664498e-05,2.0237936595268928e-05,4.63389756064392e-05,0.15741896629333496,0.2997232973575592,0.2380012720823288,0.13411377370357513,7.414998694795764e-05,1.5355487404133727e-05,2.914726866329602e-05,0.14701081812381744
8160,Indiegogo,524464,525354,link,18,2,2,23,"CARDINAL,DATE,ORG",0,1670,5303,5,0,3.38015353465047e-05,2.0041559199396756e-05,3.071980497622458e-05,7.419354821210234e-05,4.745025320269529e-05,2.4194244901423298e-05,8.372367039494486e-05,8.532790484489171e-05,0.10004138201475143,0.8255615830421448,8.569213771862081e-05
8161,Kickstarter,1565164,1536041,link,19,2,4,20,"ORG,PERSON,DATE",0,1670,4839,1,0,0.5133607387542725,8.251702528037313e-05,0.16759251058101654,9.070922659481041e-05,0.12189258635044098,2.4613388203225035e-05,2.635136016422645e-05,8.637679073268146e-05,3.650165409606886e-05,0.16683711111545563,4.3572199671104536e-05
8162,Indiegogo,524464,525354,video,38,6,9,8321,"PERSON,DATE",0,1670,5303,4,0,0.012989628128707409,0.01298831682652235,0.012988394126296043,0.4262825846672058,0.012988479807972908,0.012989668175578117,0.012988735921680927,0.012990595772862434,0.45681655406951904,0.01298831682652235,0.012988726608455181
8163,Kickstarter,1564901,1535785,link,25,1,5,27,ORG,0,1671,4839,2,0,7.514251609488748e-05,7.953684096760125e-05,7.744727302521208e-05,3.4243245270381916e-05,0.5125855803489685,7.126146402935943e-05,7.498366501442739e-05,0.12935291230678558,0.18906179070472717,9.79767010118216e-05,0.11113087832927704
8164,Indiegogo,524430,525321,link,52,8,10,61,"CARDINAL,ORG,PERSON,QUANTITY,PRODUCT",0,1671,5303,8,1,1.8258715560113062e-05,0.2708783745765686,3.2256626996893245e-05,0.15021337568759918,5.744946917739516e-05,1.5136577168448504e-05,0.4475906193256378,7.3582100940212e-05,3.927654611351667e-05,0.0938711166381836,7.253646600891482e-05
8165,Kickstarter,1564901,1535785,link,104,25,27,118,"ORG,CARDINAL,ORDINAL,WORK_OF_ART,GPE",0,1671,4839,14,0,0.06837332993745804,0.41070356965065,7.168848170329467e-05,2.3976174995625713e-05,2.9168024188975234e-05,0.2020682841539383,7.353033124083861e-05,9.267494359000656e-05,0.27905043959617615,6.781742743679214e-05,3.1594821806321625e-05
8166,Indiegogo,524430,525321,video,17,17,2,4057,,0,1671,5303,3,2,0.011371725238859653,0.381745845079422,0.5159327983856201,0.011368335224688053,0.011368454433977604,0.011368371546268463,0.011369755491614342,0.011368335224688053,0.011368514969944954,0.011368568055331707,0.011369253508746624
8167,Kickstarter,1564901,1535785,link,19,1,1,26,"DATE,NORP,PERSON",0,1671,4839,7,0,9.095100749334942e-05,3.951092217490728e-05,0.29499974846839905,0.21529938280582428,1.9921306607748564e-05,8.386955599554577e-05,0.14921745657920837,2.2401610814241652e-05,0.2980367839336395,9.537725057887981e-05,3.9980776771849296e-05
8168,Indiegogo,524430,525321,video,21,7,6,22,"CARDINAL,ORG,EVENT,LOC,FAC,WORK_OF_ART,TIME,DATE,GPE",0,1671,5303,0,1,2.8806497166171453e-05,0.12492435425519943,5.99710494106601e-05,8.166441746678378e-05,1.677434509868449e-05,0.7116685509681702,9.820280182571481e-05,5.004358936934208e-05,0.11144576221704483,6.64435532165471e-05,5.850485240670588e-05
8169,Kickstarter,1564901,1535785,link,13,0,0,14,PERSON,0,1671,4839,1,0,5.170914493489938e-05,5.187262399601421e-05,8.167387026192112e-05,3.88267909389961e-05,9.827665379270685e-05,9.80934315208429e-05,5.693613928495211e-05,5.1228740775675174e-05,0.19804833829402924,0.7564815878868103,7.525994664697657e-05
8170,GoFundMe,1254348,1234188,video,128,52,27,13936,"ORG,PERSON,ORDINAL",0,1672,4545,35,2,0.4688781499862671,5.034920197358499e-05,0.10302130877971649,5.3550169031296895e-05,0.10054207593202591,0.2074589878320694,6.857015007046197e-05,4.134028271093951e-05,0.08109485357999802,1.3785650510790773e-05,5.582775750173781e-05
8171,Indiegogo,524411,525302,video,70,38,23,9321,,0,1672,5303,6,3,0.2986942529678345,0.2987789511680603,0.012991231866180897,0.01299313735216856,0.012991453520953655,0.012991231866180897,0.012991231866180897,0.012991869822144508,0.012991536408662796,0.2985936105251312,0.012991494499146938
8172,Kickstarter,1564695,1535585,video,183,11,47,38152,"ORG,PERSON,PRODUCT",0,1672,4839,15,0,2.9255431665251778e-05,0.21512724459171295,7.771630927843094e-05,3.142444658432669e-05,0.4853338599205017,4.1598464094820514e-05,4.242719980645266e-05,1.9626819360199526e-05,0.1195206269621849,7.899847705429734e-05,0.11634857952594757
8173,GoFundMe,1254348,1234188,link,251,27,18,305,"CARDINAL,ORG,PERSON,FAC,MONEY,DATE",0,1672,4545,53,1,0.12336413562297821,6.683948946181521e-05,9.252392886901128e-05,0.08709987998008728,0.537868082523346,3.46492020907709e-05,2.4051944323034947e-05,0.07085806131362915,0.07961952686309814,0.0744122564792633,6.347498467313773e-05
8175,Indiegogo,524411,525302,video,33,9,10,38,"ORG,ORDINAL",0,1672,5303,3,2,6.788558633785665e-05,0.7092421054840088,4.0721332972912526e-05,9.319685852895968e-05,7.355422934773177e-05,6.704084813183346e-05,5.332687443723232e-05,5.710877024778915e-05,8.121876195028358e-05,5.1329091352300076e-05,0.22256945073604584
8176,Kickstarter,1564695,1535585,link,14,1,3,14,"CARDINAL,DATE",0,1672,4839,0,0,0.37811926007270813,1.6671817820190722e-05,0.1588708758354187,9.756208987325832e-05,0.23446212708950043,0.07022061944007874,0.1295996606349945,3.877240848357947e-05,4.377618754639221e-05,1.6801574075950396e-05,4.191895536336264e-05
8177,Kickstarter,1564387,1535286,link,38,10,3,42,PERSON,0,1673,4839,4,0,0.209098681807518,4.37641558767061e-05,3.071749059115839e-05,7.589746460623059e-05,4.638409638109866e-05,5.3252100157433865e-05,6.0537474401052384e-05,0.6091161370277405,0.10903800278902054,9.284615493674853e-05,7.366340277884428e-05
8178,Indiegogo,524277,525172,video,64,17,12,6996,"ORG,DATE",0,1673,5303,5,1,7.480164574088475e-05,0.8345518112182617,3.4817413855239916e-05,1.714094783106086e-05,7.922914994108363e-05,9.328384549978067e-05,1.0003874106810688e-05,3.779152028793507e-05,0.09724853932857513,2.021762377087683e-05,8.705085257225834e-05
8179,GoFundMe,1253876,1233730,link,43,12,3,48,"CARDINAL,DATE,PERCENT,PERSON,GPE",0,1673,4545,4,1,2.7930876299436807e-05,0.267059326171875,2.680086286107098e-05,0.1561449021100998,8.636599666084518e-05,0.24565944075584412,8.547362379153138e-05,7.340939054903791e-05,0.17356997728347778,0.13573837280273438,8.048912971278342e-05
