collected,goal_amount,num_backers,category,duration,pledge_types,donate,project_we_love,success,start_month,start_day,population,country,Person,Team,num_projects,num_backed,verified,fb_page_name,fb_likes_at_posting,fb_followers_at_posting,fb_type,fb_likes,fb_comments,fb_shares,fb_post_views,fb_entities_identified,fb_post_sponsored,fb_post_age,fb_page_age,fb_positive_reactions,fb_negative_reactions,fb_topic_0,fb_topic_1,fb_topic_2,fb_topic_3,fb_topic_4,fb_topic_5,fb_topic_6,fb_topic_7,fb_topic_8,fb_topic_9,fb_topic_10
12.995527235768137,12.611537753638338,"4,126",music,29,21.0,0.0,1.0,1,4,4,12.403442900525643, KY,0,1,5,28, Adam Turla,Kickstarter,1591704,1589555,link,5,2,0,5,"ORG,WORK_OF_ART,PERSON",0,66,4839,0,0,1.442227939746307e-05,8.640478973971898e-05,0.3386220932006836,6.108986790616584e-05,1.5074567184916096e-05,0.6158866286277771,6.222454147664899e-05,4.25326647102323e-05,6.421650418334852e-05,7.53206317886197e-05,1.1442011683615463e-05
9.909119662387758,9.822819649468672,171,crafts,30,13.0,0.0,1.0,1,5,1,13.433583737933631, CO,0,1,12,22, Stuart  Smith,Kickstarter,1591854,1589695,link,10,9,0,10,"DATE,NORP,PERSON,GPE",0,70,4839,0,0,5.516238551921749e-05,5.00172804156132e-05,0.0826411172747612,0.6418650150299072,0.2269797027111053,3.527183995549625e-05,7.943907328018312e-05,1.032994755489322e-05,1.2268615406789518e-05,4.147068822877568e-05,8.204117941637695e-05
9.970351492789636,8.732304571033183,685,comics,30,34.0,0.0,1.0,1,5,0,14.64870833488698, NY,0,1,1,9, Jason  Mojica,Kickstarter,1591901,1589737,link,8,2,1,9,"ORG,CARDINAL,QUANTITY,PERSON,GPE",0,71,4839,1,0,6.170559989967321e-05,6.886585067077334e-05,0.2959829270839691,6.660651133138577e-05,1.1111539263754796e-05,9.639017277287658e-05,2.1967165348979627e-05,4.791921322848459e-05,6.052461227293686e-05,0.6712840795516968,3.4726810562637713e-05
11.278961079024354,10.819778284410283,471,journalism,25,24.0,0.0,1.0,1,5,4,8.473659189392508, PA,0,1,3,10, Clementine  Seely,Kickstarter,1591962,1589785,link,9,0,1,9,ORG,0,73,4839,0,0,5.7283221182516753e-05,2.402465959277226e-05,2.748968623449522e-05,0.4313949346542358,4.731810720429231e-05,0.3496946990489959,2.1855584753806723e-05,8.147429109669086e-05,0.1669442355632782,8.99272342542045e-05,7.572253496347093e-05
8.29154650988391,10.308952660644293,29,technology,35,6.0,0.0,1.0,0,4,1,13.425597881382114, MI,1,0,1,0, Cherise Morris,Kickstarter,1592103,1589924,link,9,2,3,9,,0,76,4839,0,0,0.0101042389869689,0.8989548683166504,0.0101041514426469,0.0101040564477443,0.0101040555164217,0.0101052168756723,0.0101048136129975,0.0101041262969374,0.0101062785834074,0.0101043563336133,0.0101038478314876
8.505055830755891,8.501063809486354,48,theater,60,4.0,0.0,1.0,1,4,1,13.049771178961905, UK,0,1,1,0, Christopher Honey,Kickstarter,1592144,1589956,link,9,5,0,9,"CARDINAL,WORK_OF_ART,PERSON",0,77,4839,0,0,0.0113745871931314,0.0113745871931314,0.5114268660545349,0.261479377746582,0.1360956579446792,0.0113745871931314,0.0113745871931314,0.0113745871931314,0.0113746169954538,0.0113752046599984,0.0113753695040941
12.099567030051285,10.819778284410283,"2,453",comics,31,26.0,0.0,1.0,1,5,0,15.936165897399452, Japan,0,1,1,6, Vincent  Shortino,Kickstarter,1592128,1589937,link,7,1,0,13,"WORK_OF_ART,DATE,PERSON",0,79,4839,6,0,2.0933599482878687e-05,0.1132230833172798,0.5584755539894104,6.362737105140704e-05,7.056701545930852e-05,0.0906718447804451,3.991659529927738e-05,0.1845581829547882,2.7293865225286733e-05,3.139433787010458e-05,2.819677160272289e-05
10.248813337717966,9.615805480084347,84,film_Video,33,32.0,0.0,1.0,1,4,0,15.9166075437284, NY,0,1,1,19, Michelle DuQuesnay,Kickstarter,1592173,1589978,link,4,0,0,4,"DATE,PERSON",0,80,4839,0,0,0.0850173309445381,6.079750166683603e-05,2.639492054424805e-05,8.918118501664525e-05,5.099598118352354e-05,9.948172055516906e-05,7.078727530897567e-05,0.085410438477993,0.2824688553810119,0.5016166567802429,6.70184618615742e-05
10.375708845945924,9.152805216589812,161,design,28,6.0,0.0,1.0,1,4,1,15.261576235762831, AU,0,1,1,6, Charles Skender,Kickstarter,1592261,1590047,link,21,14,1,22,,0,84,4839,1,0,4.585493618683019e-05,0.5617917776107788,2.627300265158888e-05,2.0421418298643292e-05,7.947282052459608e-05,8.091596440825961e-05,4.501171100341075e-05,6.300743771739658e-05,0.3836497664451599,2.4412482741995164e-05,1.899791889417899e-05
12.6181922300825,12.206072645530174,"1,774",games,24,3.0,0.0,1.0,1,4,0,11.18369891484786, OH,0,1,4,113, Benjamin McLennan,Kickstarter,1592298,1590083,link,11,3,0,13,"CARDINAL,WORK_OF_ART,PERSON",0,85,4839,2,0,0.4007056653499603,0.3222203254699707,6.361131087061371e-05,6.146203465669467e-05,3.5416201090764145e-05,3.7680746380806734e-05,1.0786960566803048e-05,8.844451394912873e-05,0.2285743057727813,9.063013155542505e-05,3.480950645841329e-05
