insample_outsample,metric,domain_post,domain_engagement
insample,msle,0.2079217067114645,0.23174843164450903
insample,r2,0.18259317692343924,0.0674658247083868
insample,rmse,1.7950704516034672,1.9173206387232118
outsample,msle,0.198916587883151,0.20546167839994608
outsample,r2,0.20214078810758873,0.09056467133005774
outsample,rmse,1.663216561809517,1.775708115974972
