insample_outsample,metric,domain_post,domain_engagement
insample,msle,2.361613598010977,1.5187452102477486
insample,r2,0.1807319867286996,0.3381106304125575
insample,rmse,1922.744020223502,1728.2285403510423
outsample,msle,1.6654669006415292,1.5620973976204324
outsample,r2,0.3186510368670118,0.32335332849315834
outsample,rmse,2650.4582130375034,2641.296383911167
