,Importance
num_backed,0.08560611358097431
num_projects,0.03299164393989219
pledge_types,0.0004442589742854519
goal_amount,0.0
start_month,0.0
start_day,0.0
Person,0.0
duration_<1 week,0.0
duration_1-2 weeks,0.0
duration_2 weeks - 1 month,0.0
duration_1-2 months,0.0
fb_shares,0.0
fb_positive_reactions,0.0
fb_negative_reactions,0.0
fb_comments,-0.00021025823204360528
fb_likes,-0.001694345121731149
