pledge_types,start_month,start_day,population,Person,Team,num_projects,num_backed,category_art,category_comics,category_crafts,category_dance,category_design,category_fashion,category_film_Video,category_food,category_games,category_journalism,category_music,category_photography,category_publishing,category_technology,category_theater,region_Africa,region_Asia,region_Europe,region_North America,region_Oceania,region_Other,region_South America,duration_<1 week,duration_1-2 weeks,duration_2 weeks - 1 month,duration_1-2 months,fb_likes,fb_comments,fb_shares,fb_positive_reactions,fb_negative_reactions,success,collection_ratio,num_backers
12,11,0,0.17798537127286101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,12,5,1,0,0,1,1.0861199999999995,7.001245622069476
14,10,0,0.5509254659796262,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,17,0,0,2,0,1,1.0378999999999976,5.278114659230517
10,11,1,0.10309455704751432,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,7,0,0,0,0,1,1.2686666666666673,4.962844630259907
13,11,0,0.0004504959286648911,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,6,1,1,2,1,1,3.4040000000000052,6.606650186198215
79,10,2,0.0303399799071557,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10,0,2,0,1,1,1.1469200000000013,6.095824562432225
10,10,1,0.17798537127286101,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,13,1,1,2,1,1,1.1136666666666664,5.204006687076795
9,10,1,0.02696146209656856,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,14,8,0,4,1,1,1.6474166666666619,5.799092654460526
17,11,2,0.3663417835041059,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,10,2,0,2,0,1,1.3296142857142872,6.539585955617669
6,11,1,0.01878522762322912,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,31,3,0,9,0,0,0.788506329113925,5.497168225293202
8,9,3,0.3386374714115682,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12,5,1,1,2,1,1.6166399999999992,5.755742213586912
9,10,1,0.17798537127286101,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,11,2,1,2,2,1,3.4508000000000005,7.886081401775745
6,10,0,0.020834170759242723,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,13,30,0,0,2,1,1.0064102564102568,5.049856007249537
8,10,0,0.0032937781506741123,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,29,20,15,9,1,1,1.295625000000001,6.656726524178391
27,9,1,0.013902457615942214,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,29,17,5,2,1,1,1.6576653696498078,6.269096283706261
9,9,2,0.03717839428158316,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,20,15,1,2,0,0,0.4724500000000007,4.465908118654584
12,8,0,0.01878522762322912,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,17,11,2,0,0,1,1.9301249999999999,5.793013608384144
9,8,0,0.17798537127286101,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10,7,2,0,1,1,1.13463333333333,6.2422232654551655
11,9,1,0.06206545997570219,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,28,10,3,1,0,1,4.786000000000004,7.729735331385051
16,9,2,0.3663417835041059,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,32,5,2,0,0,1,1.2536000000000005,6.257667587882639
7,9,1,0.15354647127879004,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,20,2,4,1,0,1,7.127666666666664,7.5310163320779155
4,9,1,0.07627340160096573,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,36,12,0,5,0,1,7.533733333333344,9.646657943567112
10,7,3,0.0009591579485868232,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,29,6,1,3,0,1,5.409006837606835,4.5217885770490405
10,8,1,0.17798537127286101,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,17,4,1,1,2,1,1.6438666666666653,7.4067107301776405
9,7,0,0.01231001522849216,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,18,13,1,2,2,1,1.3593333333333364,5.375278407684165
14,7,1,0.17798537127286101,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,15,10,1,1,0,1,1.7387559999999993,9.008835995765454
6,8,6,0.0017280437681463786,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,19,10,1,1,0,1,4.7742,7.2485040723706105
5,8,0,0.013016208935826296,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,21,21,2,0,0,1,4.235363636363641,7.894690850425624
28,7,2,0.0038551391870199807,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,17,9,0,1,1,1,2.5797860962566848,6.9726062513017535
14,7,0,0.06272558685575406,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,22,15,0,0,2,1,1.2987333333333335,5.081404364984463
10,7,1,0.3663417835041059,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,18,9,0,1,1,1,3.2344999999999886,6.115892125483034
7,7,0,0.004333418610738322,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,26,13,3,2,1,1,4.4563599999999886,6.115892125483034
13,6,1,0.17798537127286101,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,25,13,4,6,1,1,1.119999999999998,5.123963979403259
15,6,0,0.01878522762322912,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10,21,1,0,1,1,1.8511000000000017,6.255750041753367
12,7,2,0.042017293253938916,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,20,10,0,5,2,1,4.558800000000003,6.021023349349527
9,7,4,0.0004504959286648911,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,27,14,4,4,1,1,3.9632727272727366,6.666956792429207
14,6,1,0.17798537127286101,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,14,8,1,2,1,1,1.3463133333333344,7.77779262633883
4,6,1,0.01878522762322912,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,52,11,11,11,0,1,9.016530000000005,7.851661177889265
7,6,2,0.3386374714115682,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,33,10,4,6,0,1,1.0243000000000049,4.465908118654584
19,7,0,0.030668676578473344,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,23,3,4,2,0,1,1.5299866666666697,7.446585099157725
13,6,1,0.3663417835041059,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,20,4,10,3,0,1,1.1728950000000005,6.343880434126331
10,6,1,0.10309455704751432,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,22,4,1,3,0,1,2.208350000000002,6.12029741895095
2,5,3,0.3386374714115682,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,19,11,0,4,0,1,1.1105000000000003,4.356708826689592
6,6,3,0.0032636644270032833,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,13,14,0,4,4,1,1.0263409545335995,6.111467339502679
9,6,4,0.03058326473722846,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,22,3,1,4,0,1,1.175199999999997,4.770684624465665
8,5,1,0.07023734767642825,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,14,4,2,3,0,1,1.7840769230769253,5.662960480135946
14,6,1,0.1535390772841381,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,13,7,0,3,0,1,1.192888888888888,5.645446897643238
12,6,1,0.00031121995668732425,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,21,6,1,3,1,1,1.0578666666666652,4.90527477843843
10,5,0,0.3663417835041059,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,13,5,0,3,0,1,1.1815333333333342,5.198497031265826
8,5,2,0.018412032547737083,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,29,8,0,5,0,1,1.4815068493150692,5.726847747587197
11,5,3,0.00023620452004303628,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,23,4,4,1,0,1,1.0596550431196103,7.210079628170788
6,5,1,0.3386374714115682,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,14,4,0,2,0,1,1.0194999999999996,3.7376696182833684
10,5,0,0.02989280007306166,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,13,0,2,1,0,1,1.133959999999999,5.634789603169249
10,6,1,0.03058326473722846,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,15,5,2,0,0,1,9.914437500000012,9.338821533624722
10,5,5,0.3663417835041059,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,10,2,1,0,0,1,1.1887341772151887,6.748759547491679
5,4,2,0.00099966807685829,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,32,6,13,9,0,1,7.195749999999998,6.773080375655535
11,5,2,0.12191034651530239,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,19,5,4,2,0,1,7.212119999999992,8.54849804124465
9,4,3,0.062066580277921835,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,19,14,1,1,0,1,1.009933333333333,5.996452088619021
5,4,2,0.07169633966344434,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,20,12,1,1,0,1,3.3694666682734717,6.194405391104672
14,4,5,0.06272558685575406,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8,14,1,0,0,1,1.3755777777777782,5.147494476813453
14,4,3,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,3,0,0,0,1,1.0547400000000002,6.525029657843462
15,4,1,0.3386374714115682,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,5,2,0,0,0,1,1.053583333333332,5.733341276897746
8,3,1,0.0035750636320457914,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,3,0,2,0,1,1.1039210526315784,5.7745515455444085
8,3,2,0.07169633966344434,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,21,5,2,3,0,1,1.0705499711443573,5.0106352940962555
33,4,3,0.018412032547737083,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,19,3,8,2,0,1,3.2595094999999965,10.50731159513587
12,3,0,0.3386374714115682,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,2,5,4,0,1,4.175215384615384,8.506334448081361
7,3,3,0.0017563201961765722,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,18,7,5,4,0,1,8.045599999999995,7.761744984658913
18,3,0,0.042017293253938916,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,25,24,5,5,1,1,6.992700000000006,7.293697720601438
20,3,0,0.030668676578473344,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,43,19,9,7,3,1,9.116982758620683,8.445267451844648
27,3,0,0.0009656557014622248,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,11,26,1,3,2,1,1.0760999999999967,5.84354441703136
8,1,4,0.01024059296789881,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,38,17,7,6,3,1,1.7759999999999991,6.630683385642372
9,1,1,0.3663417835041059,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,32,14,8,3,3,1,1.027833333333331,4.543294782270004
10,1,0,0.01878522762322912,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,15,14,1,0,4,1,2.1170000000000013,6.077642243349034
7,11,6,0.026891196741336672,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,32,19,23,10,2,1,1.167418181818181,6.646390514847729
13,12,1,0.06788807392130473,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,39,23,20,1,3,1,1.0077714285714277,5.723585101952381
18,11,4,0.005389639543656996,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,15,26,14,2,2,1,3.326199986342106,6.977281341630747
16,11,2,0.10309455704751432,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,32,11,7,2,1,1,1.0370599999999996,6.198478716492308
7,11,2,0.06788807392130473,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,40,8,13,2,2,1,3.7528636363636343,6.3835066348840055
9,10,1,0.10309455704751432,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,107,54,31,22,5,0,0.5318600000000001,5.420534999272286
29,10,1,0.3663417835041059,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,17,12,2,0,2,1,1.435257142857145,6.593044534142437
9,10,1,0.029754285906593625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,27,2,11,11,0,1,1.0790178571428546,5.1647859739235145
11,8,0,0.011157089807952008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,14,3,1,0,0,1,1.0757499999999995,5.537334267018537
9,8,0,0.3663417835041059,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,12,4,2,2,0,0,0.6362999999999994,5.940171252720432
6,7,1,0.004133691130975127,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10,0,3,2,0,0,0.14459999999999992,2.4849066497880004
20,7,3,0.10309455704751432,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,13,7,3,3,0,1,1.0001600000000008,5.934894195619588
6,8,1,0.3386374714115682,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,18,3,1,1,0,1,2.3892,6.210600077024653
11,8,1,0.07627340160096573,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,26,2,0,3,1,0,0.37184615384615455,5.262690188904886
13,8,1,0.07023734767642825,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,19,1,2,1,0,1,1.4395666666666656,7.01211529430638
8,8,5,0.3663417835041059,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7,1,1,2,0,1,1.0429000000000033,5.645446897643238
11,7,3,0.17798537127286101,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,30,6,8,8,1,1,1.8378500000000006,4.90527477843843
9,8,2,0.06272558685575406,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,27,9,5,5,0,1,2.7893200000000022,6.398594934535208
7,7,2,0.0033909307591835523,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,45,6,9,10,0,1,2.1367317073170664,6.0063531596017325
16,7,2,0.3386374714115682,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,25,7,9,3,0,1,1.4762125000000008,8.202756381655638
13,6,0,0.17798537127286101,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,2,2,1,0,0,0.18499499999999947,5.924255797414532
8,7,1,0.3663417835041059,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,50,7,6,7,0,1,1.3005649999999997,7.974532844130228
16,7,1,0.0005913403237503129,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,15,3,2,3,1,1,1.0260799999999992,5.863631175598097
9,7,0,0.10309455704751432,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,15,2,3,1,2,1,2.3543629032257996,6.919683849847411
27,5,5,0.3663417835041059,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,17,12,15,0,0,1,1.0200370370370364,4.718498871295094
3,5,1,0.030668676578473344,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,94,40,33,4,0,1,8.715979999999998,6.501289670540389
11,4,4,0.3663417835041059,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,71,27,39,18,0,1,3.2285714285714375,7.504391559161238
32,4,3,0.011840384537911416,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,18,9,26,0,0,1,1.0513599999999979,6.812345094177479
11,3,6,0.3386374714115682,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10,1,2,0,0,1,1.145571428571431,5.488937726156687
4,3,0,0.3386374714115682,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,48,5,11,0,0,1,1.0112500000000009,4.2626798770413155
22,2,1,0.4652012396636999,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,20,2,1,2,1,1,6.847796666666683,10.465756959365681
34,2,1,0.00732198162462375,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,36,3,4,6,0,1,1.3510999999999997,5.976350909297934
6,2,1,0.043168739875548756,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,45,14,10,6,0,1,2.2778888888888873,6.54534966033442
8,1,4,0.10309455704751432,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,20,8,2,0,0,0,0.08756666666666668,4.110873864173311
11,1,2,0.10309455704751432,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,14,0,1,0,0,1,1.0272500000000007,5.0106352940962555
9,1,0,0.3663417835041059,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,34,3,15,4,0,1,1.2949199999999998,6.206575926724928
7,12,3,0.006774512335804592,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,15,7,1,0,0,1,1.1411555563847595,5.087596335232384
6,12,1,0.02505237748968685,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,60,12,15,8,0,1,1.2174166666666706,6.664409020350408
10,12,1,0.015899015420153505,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,17,2,0,1,0,1,1.1044999999999998,6.068425588244111
13,12,4,0.3663417835041059,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,29,2,8,2,0,1,1.2419733333333347,7.349873704738337
4,11,1,0.19028593115061757,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,33,3,11,1,0,1,8.768600000000006,6.180016653652572
13,11,4,0.5509254659796262,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,18,7,0,1,0,0,0.5023889773695317,4.330733340286331
19,11,1,0.3663417835041059,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,22,1,4,0,0,1,1.0025999999999982,5.1298987149230735
13,10,1,0.07266145761984097,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,14,2,1,0,0,1,1.0027058823529402,5.1647859739235145
3,10,1,0.007096756066335701,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,22,4,3,0,0,1,1.7602475247524776,5.313205979041787
12,10,1,0.020834170759242723,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,63,11,16,9,0,1,1.4430333333333305,5.25227342804663
18,10,1,0.06272558685575406,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,39,7,12,5,0,1,1.1880615384615354,6.234410725718371
11,10,2,0.027863350195674284,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,18,8,2,1,0,1,1.0298400000000008,5.187385805840755
7,10,6,0.3386374714115682,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,64,6,15,0,0,1,1.1045595854922279,4.983606621708336
11,10,2,0.07579521180142497,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,22,6,6,5,0,1,2.2934564672823354,5.961005339623274
14,10,0,0.12191034651530239,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,40,9,3,1,0,1,1.7257333333333318,7.51425465281641
11,10,3,0.3386374714115682,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,29,5,2,8,0,1,1.0831578947368417,3.871201010907891
19,10,2,0.06272558685575406,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,66,18,15,6,0,1,4.36364,6.580639137284949
11,10,1,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,19,2,4,2,0,1,1.3073000393236363,4.795790545596741
15,9,2,0.06788807392130473,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,30,7,0,0,0,1,9.871079999999996,6.849066282633458
3,9,1,0.002992820162321038,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,36,7,8,0,0,0,0.2007849999999999,3.784189633918261
12,9,1,0.011222963578481921,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,179,152,54,30,0,1,3.9273355555555436,8.11552088154677
7,9,0,0.010469582741645741,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,21,3,2,0,0,1,4.8235588305789046,6.586171654854675
16,10,1,0.038713746067907305,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,17,7,1,0,0,1,1.0751249999999974,5.645446897643238
11,9,2,0.03872010938451631,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,61,5,18,11,0,1,1.3785199999999966,6.559615237493242
